payment_id,transaction_id,invoice_id,payment_date,customer_id,amount,currency,payment_method,status
PAY00547,TXN00547,INV00547,2026-08-13,CUST0155,52303.47,INR,WALLET,SUCCESS
PAY00548,TXN00548,INV00548,2026-08-05,CUST0192,64910.54,INR,NETBANKING,SUCCESS
PAY00549,TXN00549,INV00549,2026-07-22,CUST0033,98841.92,INR,NETBANKING,SUCCESS
PAY00550,TXN00550,INV00550,2026-07-13,CUST0153,15417.96,INR,CARD,SUCCESS
PAY00551,TXN00551,INV00551,2026-08-16,CUST0072,3032.8,INR,WALLET,SUCCESS
PAY00552,TXN00552,INV00552,2026-08-17,CUST0199,4014.24,INR,CARD,SUCCESS
PAY00553,TXN00553,INV00553,2026-08-10,CUST0274,78597.26,INR,NETBANKING,SUCCESS
PAY00554,TXN00554,INV00554,2026-07-12,CUST0286,29731.51,INR,WALLET,SUCCESS
PAY00555,TXN00555,INV00555,2026-08-18,CUST0287,91306.16,INR,NETBANKING,SUCCESS
PAY00556,TXN00556,INV00556,2026-08-17,CUST0115,87207.51,INR,WALLET,SUCCESS
PAY00557,TXN00557,INV00557,2026-08-07,CUST0134,29758.09,INR,UPI,SUCCESS
PAY00558,TXN00558,INV00558,2026-08-09,CUST0298,7585.97,INR,CARD,SUCCESS
PAY00559,TXN00559,INV00559,2026-07-20,CUST0272,41604.17,INR,CARD,SUCCESS
PAY00560,TXN00560,INV00560,2026-08-06,CUST0210,89338.09,INR,WALLET,SUCCESS
PAY00561,TXN00561,INV00561,2026-08-01,CUST0042,33596.63,INR,CARD,SUCCESS
PAY00562,TXN00562,INV00562,2026-07-18,CUST0232,21333.55,INR,CARD,SUCCESS
PAY00563,TXN00563,INV00563,2026-07-09,CUST0046,61640.73,INR,WALLET,SUCCESS
PAY00564,TXN00564,INV00564,2026-07-03,CUST0003,53611.37,INR,NETBANKING,SUCCESS
PAY00565,TXN00565,INV00565,2026-08-13,CUST0010,910.32,INR,CARD,SUCCESS
PAY00566,TXN00566,INV00566,2026-07-07,CUST0067,38663.27,INR,NETBANKING,SUCCESS
PAY00567,TXN00567,INV00567,2026-07-30,CUST0149,72919.28,INR,NETBANKING,SUCCESS
PAY00568,TXN00568,INV00568,2026-08-01,CUST0176,36245.46,INR,CARD,SUCCESS
PAY00569,TXN00569,INV00569,2026-07-15,CUST0117,72853.3,INR,CARD,SUCCESS
PAY00570,TXN00570,INV00570,2026-07-11,CUST0259,12754.62,INR,UPI,SUCCESS
PAY00571,TXN00571,INV00571,2026-08-09,CUST0274,5334.4,INR,UPI,SUCCESS
PAY00572,TXN00572,INV00572,2026-08-14,CUST0025,12021.09,INR,WALLET,SUCCESS
PAY00573,TXN00573,INV00573,2026-08-14,CUST0243,15736.15,INR,UPI,SUCCESS
PAY00574,TXN00574,INV00574,2026-07-18,CUST0267,62468.38,INR,CARD,SUCCESS
PAY00575,TXN00575,INV00575,2026-07-19,CUST0061,11844.25,INR,UPI,SUCCESS
PAY00576,TXN00576,INV00576,2026-08-03,CUST0135,97325.41,INR,NETBANKING,SUCCESS
PAY00577,TXN00577,INV00577,2026-08-05,CUST0021,49887.29,INR,CARD,SUCCESS
PAY00578,TXN00578,INV00578,2026-07-01,CUST0121,1768.57,INR,UPI,SUCCESS
PAY00579,TXN00579,INV00579,2026-07-10,CUST0253,94969.88,INR,UPI,SUCCESS
PAY00580,TXN00580,INV00580,2026-07-30,CUST0119,98872.26,INR,NETBANKING,SUCCESS
PAY00581,TXN00581,INV00581,2026-07-03,CUST0090,85298.74,INR,NETBANKING,SUCCESS
PAY00582,TXN00582,INV00582,2026-07-07,CUST0060,85198.97,INR,UPI,SUCCESS
PAY00583,TXN00583,INV00583,2026-07-22,CUST0088,36073.98,INR,WALLET,SUCCESS
PAY00584,TXN00584,INV00584,2026-07-22,CUST0191,18695.51,INR,WALLET,SUCCESS
PAY00585,TXN00585,INV00585,2026-08-14,CUST0198,85141.82,INR,WALLET,SUCCESS
PAY00586,TXN00586,INV00586,2026-08-14,CUST0068,72777.91,INR,CARD,SUCCESS
PAY00587,TXN00587,INV00587,2026-08-13,CUST0292,44097.2,INR,WALLET,SUCCESS
PAY00588,TXN00588,INV00588,2026-07-31,CUST0067,92079.6,INR,UPI,SUCCESS
PAY00589,TXN00589,INV00589,2026-07-01,CUST0161,70604.53,INR,CARD,SUCCESS
PAY00590,TXN00590,INV00590,2026-08-14,CUST0268,70207.73,INR,UPI,SUCCESS
PAY00591,TXN00591,INV00591,2026-07-23,CUST0247,66539.21,INR,WALLET,SUCCESS
PAY00592,TXN00592,INV00592,2026-07-01,CUST0028,64518.17,INR,CARD,SUCCESS
PAY00593,TXN00593,INV00593,2026-07-05,CUST0085,75267.29,INR,NETBANKING,SUCCESS
PAY00594,TXN00594,INV00594,2026-07-15,CUST0260,55274.31,INR,WALLET,SUCCESS
PAY00595,TXN00595,INV00595,2026-07-29,CUST0236,80225.5,INR,WALLET,SUCCESS
PAY00596,TXN00596,INV00596,2026-07-08,CUST0162,98076.74,INR,UPI,SUCCESS
PAY00597,TXN00597,INV00597,2026-08-05,CUST0286,516.89,INR,UPI,SUCCESS
PAY00598,TXN00598,INV00598,2026-08-02,CUST0156,56452.09,INR,WALLET,SUCCESS
PAY00599,TXN00599,INV00599,2026-07-22,CUST0233,56235.01,INR,WALLET,SUCCESS
PAY00600,TXN00600,INV00600,2026-07-08,CUST0232,10194.98,INR,CARD,SUCCESS
PAY00601,TXN00601,INV00601,2026-08-05,CUST0150,52437.52,INR,UPI,SUCCESS
PAY00602,TXN00602,INV00602,2026-08-15,CUST0072,74379.83,INR,WALLET,SUCCESS
PAY00603,TXN00603,INV00603,2026-07-08,CUST0097,93056.52,INR,WALLET,SUCCESS
PAY00604,TXN00604,INV00604,2026-07-07,CUST0174,75836.36,INR,UPI,SUCCESS
PAY00605,TXN00605,INV00605,2026-08-19,CUST0064,89229.56,INR,WALLET,SUCCESS
PAY00606,TXN00606,INV00606,2026-07-01,CUST0256,53271.25,INR,UPI,SUCCESS
PAY00607,TXN00607,INV00607,2026-08-02,CUST0248,78217.61,INR,CARD,SUCCESS
PAY00608,TXN00608,INV00608,2026-07-07,CUST0066,39046.86,INR,NETBANKING,SUCCESS
PAY00609,TXN00609,INV00609,2026-07-18,CUST0128,40088.06,INR,NETBANKING,SUCCESS
PAY00610,TXN00610,INV00610,2026-08-08,CUST0212,70151.42,INR,NETBANKING,SUCCESS
PAY00611,TXN00611,INV00611,2026-08-10,CUST0284,22125.58,INR,CARD,SUCCESS
PAY00612,TXN00612,INV00612,2026-08-13,CUST0177,13700.84,INR,CARD,SUCCESS
PAY00613,TXN00613,INV00613,2026-08-15,CUST0166,11982.82,INR,NETBANKING,SUCCESS
PAY00614,TXN00614,INV00614,2026-08-13,CUST0214,74912.94,INR,NETBANKING,SUCCESS
PAY00615,TXN00615,INV00615,2026-07-25,CUST0013,14960.01,INR,UPI,SUCCESS
PAY00616,TXN00616,INV00616,2026-07-10,CUST0129,84018.49,INR,NETBANKING,SUCCESS
PAY00617,TXN00617,INV00617,2026-07-29,CUST0184,10696.76,INR,CARD,SUCCESS
PAY00618,TXN00618,INV00618,2026-08-02,CUST0122,78538.56,INR,NETBANKING,SUCCESS
PAY00619,TXN00619,INV00619,2026-07-27,CUST0199,95691.85,INR,NETBANKING,SUCCESS
PAY00620,TXN00620,INV00620,2026-08-09,CUST0104,86950.57,INR,WALLET,SUCCESS
PAY00621,TXN00621,INV00621,2026-08-18,CUST0189,59044.34,INR,CARD,SUCCESS
PAY00622,TXN00622,INV00622,2026-07-12,CUST0230,98353.61,INR,UPI,SUCCESS
PAY00623,TXN00623,INV00623,2026-07-08,CUST0264,38031.22,INR,WALLET,SUCCESS
PAY00624,TXN00624,INV00624,2026-08-07,CUST0083,84678.41,INR,UPI,SUCCESS
PAY00625,TXN00625,INV00625,2026-07-10,CUST0021,92898.51,INR,UPI,SUCCESS
PAY00626,TXN00626,INV00626,2026-08-01,CUST0155,79095.86,INR,NETBANKING,SUCCESS
PAY00627,TXN00627,INV00627,2026-07-15,CUST0270,95720.28,INR,UPI,SUCCESS
PAY00628,TXN00628,INV00628,2026-08-04,CUST0279,40640.0,INR,NETBANKING,SUCCESS
PAY00629,TXN00629,INV00629,2026-07-22,CUST0170,36399.38,INR,CARD,SUCCESS
PAY00630,TXN00630,INV00630,2026-07-08,CUST0005,67059.38,INR,WALLET,SUCCESS
PAY00631,TXN00631,INV00631,2026-07-03,CUST0125,68413.86,INR,NETBANKING,SUCCESS
PAY00632,TXN00632,INV00632,2026-08-04,CUST0132,72535.57,INR,UPI,SUCCESS
PAY00633,TXN00633,INV00633,2026-07-29,CUST0261,48937.07,INR,NETBANKING,SUCCESS
PAY00634,TXN00634,INV00634,2026-07-11,CUST0050,97177.06,INR,UPI,SUCCESS
PAY00635,TXN00635,INV00635,2026-08-13,CUST0110,42708.84,INR,UPI,SUCCESS
PAY00636,TXN00636,INV00636,2026-08-11,CUST0223,81767.06,INR,UPI,SUCCESS
PAY00637,TXN00637,INV00637,2026-08-15,CUST0236,33505.68,INR,UPI,SUCCESS
PAY00638,TXN00638,INV00638,2026-07-05,CUST0286,57708.75,INR,CARD,SUCCESS
PAY00639,TXN00639,INV00639,2026-08-10,CUST0231,40742.58,INR,NETBANKING,SUCCESS
PAY00640,TXN00640,INV00640,2026-07-01,CUST0274,64321.56,INR,UPI,SUCCESS
PAY00641,TXN00641,INV00641,2026-07-23,CUST0038,92840.75,INR,UPI,SUCCESS
PAY00642,TXN00642,INV00642,2026-07-19,CUST0045,76644.79,INR,WALLET,SUCCESS
PAY00643,TXN00643,INV00643,2026-07-11,CUST0243,53580.04,INR,CARD,SUCCESS
PAY00644,TXN00644,INV00644,2026-07-20,CUST0074,67890.26,INR,NETBANKING,SUCCESS
PAY00645,TXN00645,INV00645,2026-07-03,CUST0064,1000.47,INR,WALLET,SUCCESS
PAY00646,TXN00646,INV00646,2026-08-17,CUST0108,74272.33,INR,NETBANKING,SUCCESS
PAY00647,TXN00647,INV00647,2026-07-11,CUST0073,18807.28,INR,NETBANKING,SUCCESS
PAY00648,TXN00648,INV00648,2026-07-04,CUST0291,85213.08,INR,WALLET,SUCCESS
PAY00649,TXN00649,INV00649,2026-07-17,CUST0035,10271.14,INR,WALLET,SUCCESS
PAY00650,TXN00650,INV00650,2026-07-07,CUST0121,28871.15,INR,UPI,SUCCESS
PAY00651,TXN00651,INV00651,2026-07-22,CUST0231,61826.07,INR,NETBANKING,SUCCESS
PAY00652,TXN00652,INV00652,2026-07-24,CUST0291,80866.13,INR,WALLET,SUCCESS
PAY00653,TXN00653,INV00653,2026-08-15,CUST0114,74111.71,INR,WALLET,SUCCESS
PAY00654,TXN00654,INV00654,2026-07-31,CUST0170,46553.41,INR,NETBANKING,SUCCESS
PAY00655,TXN00655,INV00655,2026-07-12,CUST0056,64732.38,INR,UPI,SUCCESS
PAY00656,TXN00656,INV00656,2026-07-17,CUST0101,73487.69,INR,UPI,SUCCESS
PAY00657,TXN00657,INV00657,2026-08-07,CUST0016,58100.63,INR,CARD,SUCCESS
PAY00658,TXN00658,INV00658,2026-08-04,CUST0279,47474.34,INR,CARD,SUCCESS
PAY00659,TXN00659,INV00659,2026-07-09,CUST0149,46737.76,INR,UPI,SUCCESS
PAY00660,TXN00660,INV00660,2026-08-09,CUST0123,68574.08,INR,CARD,SUCCESS
PAY00661,TXN00661,INV00661,2026-08-12,CUST0290,87283.42,INR,CARD,SUCCESS
PAY00662,TXN00662,INV00662,2026-07-15,CUST0021,76266.5,INR,CARD,SUCCESS
PAY00663,TXN00663,INV00663,2026-08-12,CUST0022,21074.02,INR,NETBANKING,SUCCESS
PAY00664,TXN00664,INV00664,2026-08-11,CUST0021,32745.08,INR,NETBANKING,SUCCESS
PAY00665,TXN00665,INV00665,2026-08-06,CUST0279,17798.06,INR,WALLET,SUCCESS
PAY00666,TXN00666,INV00666,2026-07-17,CUST0265,37944.71,INR,CARD,SUCCESS
PAY00667,TXN00667,INV00667,2026-08-20,CUST0250,48469.95,INR,UPI,SUCCESS
PAY00668,TXN00668,INV00668,2026-07-15,CUST0085,8170.28,INR,NETBANKING,SUCCESS
PAY00669,TXN00669,INV00669,2026-08-08,CUST0186,71871.62,INR,UPI,SUCCESS
PAY00670,TXN00670,INV00670,2026-07-31,CUST0059,67685.33,INR,WALLET,SUCCESS
PAY00671,TXN00671,INV00671,2026-07-02,CUST0211,24745.2,INR,CARD,SUCCESS
PAY00672,TXN00672,INV00672,2026-07-03,CUST0263,89134.37,INR,CARD,SUCCESS
PAY00673,TXN00673,INV00673,2026-07-26,CUST0265,60136.07,INR,UPI,SUCCESS
PAY00674,TXN00674,INV00674,2026-07-14,CUST0044,45195.73,INR,WALLET,SUCCESS
PAY00675,TXN00675,INV00675,2026-08-20,CUST0074,58473.29,INR,CARD,SUCCESS
PAY00676,TXN00676,INV00676,2026-08-16,CUST0086,68716.32,INR,WALLET,SUCCESS
PAY00677,TXN00677,INV00677,2026-07-25,CUST0194,13655.21,INR,UPI,SUCCESS
PAY00678,TXN00678,INV00678,2026-07-10,CUST0215,60748.35,INR,CARD,SUCCESS
PAY00679,TXN00679,INV00679,2026-08-20,CUST0020,53377.28,INR,UPI,SUCCESS
PAY00680,TXN00680,INV00680,2026-07-01,CUST0277,89748.41,INR,WALLET,SUCCESS
PAY00681,TXN00681,INV00681,2026-07-28,CUST0272,23333.88,INR,WALLET,SUCCESS
PAY00682,TXN00682,INV00682,2026-07-07,CUST0295,42836.19,INR,NETBANKING,SUCCESS
PAY00683,TXN00683,INV00683,2026-08-08,CUST0146,87738.25,INR,WALLET,SUCCESS
PAY00684,TXN00684,INV00684,2026-08-06,CUST0004,52492.79,INR,UPI,SUCCESS
PAY00685,TXN00685,INV00685,2026-07-27,CUST0162,36545.84,INR,CARD,SUCCESS
PAY00686,TXN00686,INV00686,2026-08-04,CUST0134,42644.37,INR,NETBANKING,SUCCESS
PAY00687,TXN00687,INV00687,2026-07-27,CUST0105,55434.44,INR,WALLET,SUCCESS
PAY00688,TXN00688,INV00688,2026-07-17,CUST0248,98856.57,INR,NETBANKING,SUCCESS
PAY00689,TXN00689,INV00689,2026-08-12,CUST0071,12349.03,INR,CARD,SUCCESS
PAY00690,TXN00690,INV00690,2026-07-14,CUST0052,51080.18,INR,NETBANKING,SUCCESS
PAY00691,TXN00691,INV00691,2026-07-11,CUST0027,39215.82,INR,UPI,SUCCESS
PAY00692,TXN00692,INV00692,2026-07-06,CUST0223,6876.01,INR,CARD,SUCCESS
PAY00693,TXN00693,INV00693,2026-07-26,CUST0197,61589.58,INR,NETBANKING,SUCCESS
PAY00694,TXN00694,INV00694,2026-08-10,CUST0090,49689.65,INR,UPI,SUCCESS
PAY00695,TXN00695,INV00695,2026-07-13,CUST0147,3844.13,INR,CARD,SUCCESS
PAY00696,TXN00696,INV00696,2026-07-16,CUST0185,65674.4,INR,CARD,SUCCESS
PAY00697,TXN00697,INV00697,2026-08-12,CUST0181,39816.74,INR,CARD,SUCCESS
PAY00698,TXN00698,INV00698,2026-07-06,CUST0036,55184.47,INR,NETBANKING,SUCCESS
PAY00699,TXN00699,INV00699,2026-07-30,CUST0100,93006.53,INR,UPI,SUCCESS
PAY00700,TXN00700,INV00700,2026-08-05,CUST0055,7702.4,INR,NETBANKING,SUCCESS
PAY00701,TXN00701,INV00701,2026-08-04,CUST0132,81408.16,INR,NETBANKING,SUCCESS
PAY00702,TXN00702,INV00702,2026-08-19,CUST0248,24705.69,INR,NETBANKING,SUCCESS
PAY00703,TXN00703,INV00703,2026-07-31,CUST0015,12068.7,INR,UPI,SUCCESS
PAY00704,TXN00704,INV00704,2026-07-21,CUST0118,41536.38,INR,NETBANKING,SUCCESS
PAY00705,TXN00705,INV00705,2026-07-16,CUST0135,29085.31,INR,WALLET,SUCCESS
PAY00706,TXN00706,INV00706,2026-07-12,CUST0284,47917.27,INR,NETBANKING,SUCCESS
PAY00707,TXN00707,INV00707,2026-08-17,CUST0094,68469.18,INR,CARD,SUCCESS
PAY00708,TXN00708,INV00708,2026-07-17,CUST0124,21074.47,INR,CARD,SUCCESS
PAY00709,TXN00709,INV00709,2026-08-19,CUST0080,11115.58,INR,UPI,SUCCESS
PAY00710,TXN00710,INV00710,2026-08-18,CUST0004,85780.39,INR,UPI,SUCCESS
PAY00711,TXN00711,INV00711,2026-08-01,CUST0162,89863.06,INR,NETBANKING,SUCCESS
PAY00712,TXN00712,INV00712,2026-07-15,CUST0204,75141.85,INR,CARD,SUCCESS
PAY00713,TXN00713,INV00713,2026-07-03,CUST0277,50496.28,INR,WALLET,SUCCESS
PAY00714,TXN00714,INV00714,2026-07-30,CUST0266,31907.3,INR,UPI,SUCCESS
PAY00715,TXN00715,INV00715,2026-07-07,CUST0298,32880.9,INR,NETBANKING,SUCCESS
PAY00716,TXN00716,INV00716,2026-07-31,CUST0138,95873.42,INR,NETBANKING,SUCCESS
PAY00717,TXN00717,INV00717,2026-07-27,CUST0108,70220.91,INR,NETBANKING,SUCCESS
PAY00718,TXN00718,INV00718,2026-07-12,CUST0231,57355.27,INR,CARD,SUCCESS
PAY00719,TXN00719,INV00719,2026-08-05,CUST0121,43505.77,INR,WALLET,SUCCESS
PAY00720,TXN00720,INV00720,2026-07-01,CUST0243,18072.42,INR,WALLET,SUCCESS
PAY00721,TXN00721,INV00721,2026-08-16,CUST0274,31914.86,INR,WALLET,SUCCESS
PAY00722,TXN00722,INV00722,2026-07-26,CUST0025,10347.99,INR,CARD,SUCCESS
PAY00723,TXN00723,INV00723,2026-07-29,CUST0050,74587.03,INR,NETBANKING,SUCCESS
PAY00724,TXN00724,INV00724,2026-07-23,CUST0132,2473.62,INR,UPI,SUCCESS
PAY00725,TXN00725,INV00725,2026-08-06,CUST0102,57801.5,INR,CARD,SUCCESS
PAY00726,TXN00726,INV00726,2026-08-01,CUST0262,77587.06,INR,WALLET,SUCCESS
PAY00727,TXN00727,INV00727,2026-07-11,CUST0075,64237.77,INR,NETBANKING,SUCCESS
PAY00728,TXN00728,INV00728,2026-07-05,CUST0208,8371.64,INR,NETBANKING,SUCCESS
PAY00729,TXN00729,INV00729,2026-08-15,CUST0150,27113.5,INR,WALLET,SUCCESS
PAY00730,TXN00730,INV00730,2026-07-29,CUST0267,41691.91,INR,CARD,SUCCESS
PAY00731,TXN00731,INV00731,2026-08-17,CUST0129,70219.34,INR,UPI,SUCCESS
PAY00732,TXN00732,INV00732,2026-07-05,CUST0049,93710.97,INR,WALLET,SUCCESS
PAY00733,TXN00733,INV00733,2026-08-18,CUST0269,99603.37,INR,UPI,SUCCESS
PAY00734,TXN00734,INV00734,2026-07-20,CUST0200,23320.92,INR,NETBANKING,SUCCESS
PAY00735,TXN00735,INV00735,2026-07-11,CUST0270,3342.84,INR,NETBANKING,SUCCESS
PAY00736,TXN00736,INV00736,2026-07-18,CUST0277,55080.25,INR,CARD,SUCCESS
PAY00737,TXN00737,INV00737,2026-08-10,CUST0234,75016.7,INR,WALLET,SUCCESS
PAY00738,TXN00738,INV00738,2026-07-23,CUST0159,48424.34,INR,CARD,SUCCESS
PAY00739,TXN00739,INV00739,2026-07-27,CUST0188,26350.8,INR,NETBANKING,SUCCESS
PAY00740,TXN00740,INV00740,2026-07-19,CUST0177,47185.2,INR,UPI,SUCCESS
PAY00741,TXN00741,INV00741,2026-07-01,CUST0154,76703.99,INR,NETBANKING,SUCCESS
PAY00742,TXN00742,INV00742,2026-07-13,CUST0192,41467.72,INR,WALLET,SUCCESS
PAY00743,TXN00743,INV00743,2026-07-25,CUST0200,22448.95,INR,UPI,SUCCESS
PAY00744,TXN00744,INV00744,2026-07-19,CUST0140,65021.48,INR,NETBANKING,SUCCESS
PAY00745,TXN00745,INV00745,2026-07-19,CUST0070,11480.46,INR,WALLET,SUCCESS
PAY00746,TXN00746,INV00746,2026-07-13,CUST0252,32404.05,INR,CARD,SUCCESS
PAY00747,TXN00747,INV00747,2026-07-07,CUST0096,28570.4,INR,CARD,SUCCESS
PAY00748,TXN00748,INV00748,2026-07-06,CUST0120,15493.03,INR,WALLET,SUCCESS
PAY00749,TXN00749,INV00749,2026-07-24,CUST0256,46636.6,INR,UPI,SUCCESS
PAY00750,TXN00750,INV00750,2026-08-19,CUST0137,39545.97,INR,WALLET,SUCCESS
PAY00751,TXN00751,INV00751,2026-07-08,CUST0007,97472.55,INR,CARD,SUCCESS
PAY00752,TXN00752,INV00752,2026-07-13,CUST0018,46353.05,INR,UPI,SUCCESS
PAY00753,TXN00753,INV00753,2026-08-13,CUST0200,96140.78,INR,NETBANKING,SUCCESS
PAY00754,TXN00754,INV00754,2026-08-03,CUST0282,12653.08,INR,WALLET,SUCCESS
PAY00755,TXN00755,INV00755,2026-08-12,CUST0027,22169.93,INR,UPI,SUCCESS
PAY00756,TXN00756,INV00756,2026-07-11,CUST0008,79541.84,INR,UPI,SUCCESS
PAY00757,TXN00757,INV00757,2026-08-07,CUST0022,78455.79,INR,WALLET,SUCCESS
PAY00758,TXN00758,INV00758,2026-07-16,CUST0046,16191.0,INR,UPI,SUCCESS
PAY00759,TXN00759,INV00759,2026-07-04,CUST0031,35874.01,INR,CARD,SUCCESS
PAY00760,TXN00760,INV00760,2026-07-15,CUST0250,32015.59,INR,NETBANKING,SUCCESS
PAY00761,TXN00761,INV00761,2026-07-02,CUST0099,69080.37,INR,NETBANKING,SUCCESS
PAY00762,TXN00762,INV00762,2026-08-15,CUST0249,44031.25,INR,NETBANKING,SUCCESS
PAY00763,TXN00763,INV00763,2026-07-12,CUST0291,54590.24,INR,NETBANKING,SUCCESS
PAY00764,TXN00764,INV00764,2026-07-11,CUST0284,7353.22,INR,CARD,SUCCESS
PAY00765,TXN00765,INV00765,2026-07-30,CUST0188,571.62,INR,WALLET,SUCCESS
PAY00766,TXN00766,INV00766,2026-08-19,CUST0187,62209.63,INR,NETBANKING,SUCCESS
PAY00767,TXN00767,INV00767,2026-07-13,CUST0199,52644.94,INR,WALLET,SUCCESS
PAY00768,TXN00768,INV00768,2026-07-21,CUST0145,41275.55,INR,NETBANKING,SUCCESS
PAY00769,TXN00769,INV00769,2026-07-03,CUST0035,83601.74,INR,CARD,SUCCESS
PAY00770,TXN00770,INV00770,2026-08-01,CUST0055,19565.86,INR,UPI,SUCCESS
PAY00771,TXN00771,INV00771,2026-08-03,CUST0251,62585.06,INR,NETBANKING,SUCCESS
PAY00772,TXN00772,INV00772,2026-07-01,CUST0037,93056.0,INR,CARD,SUCCESS
PAY00773,TXN00773,INV00773,2026-07-24,CUST0032,56022.98,INR,WALLET,SUCCESS
PAY00774,TXN00774,INV00774,2026-08-03,CUST0137,4544.99,INR,UPI,SUCCESS
PAY00775,TXN00775,INV00775,2026-07-07,CUST0266,10571.9,INR,CARD,SUCCESS
PAY00776,TXN00776,INV00776,2026-08-12,CUST0270,25251.92,INR,CARD,SUCCESS
PAY00777,TXN00777,INV00777,2026-08-19,CUST0055,64043.12,INR,NETBANKING,SUCCESS
PAY00778,TXN00778,INV00778,2026-07-07,CUST0219,17097.53,INR,CARD,SUCCESS
PAY00779,TXN00779,INV00779,2026-08-04,CUST0081,99844.14,INR,WALLET,SUCCESS
PAY00779_DUP,TXN00779_DUP,INV00779,2026-08-04,CUST0081,99844.14,INR,WALLET,SUCCESS
PAY00780,TXN00780,INV00780,2026-07-24,CUST0167,41528.16,INR,WALLET,SUCCESS
PAY00781,TXN00781,INV00781,2026-08-06,CUST0124,54789.81,INR,WALLET,SUCCESS
PAY00782,TXN00782,INV00782,2026-07-29,CUST0185,45026.23,INR,WALLET,SUCCESS
PAY00783,TXN00783,INV00783,2026-08-03,CUST0009,13941.03,INR,NETBANKING,SUCCESS
PAY00784,TXN00784,INV00784,2026-07-02,CUST0162,77266.55,INR,NETBANKING,SUCCESS
PAY00785,TXN00785,INV00785,2026-08-06,CUST0293,15894.12,INR,UPI,SUCCESS
PAY00786,TXN00786,INV00786,2026-07-24,CUST0136,89017.72,INR,CARD,SUCCESS
PAY00787,TXN00787,INV00787,2026-07-26,CUST0293,57121.96,INR,CARD,SUCCESS
PAY00788,TXN00788,INV00788,2026-07-12,CUST0248,49083.5,INR,UPI,SUCCESS
PAY00789,TXN00789,INV00789,2026-07-25,CUST0296,8308.5,INR,UPI,SUCCESS
PAY00790,TXN00790,INV00790,2026-07-27,CUST0223,93059.49,INR,UPI,SUCCESS
PAY00791,TXN00791,INV00791,2026-08-10,CUST0006,77853.15,INR,WALLET,SUCCESS
PAY00792,TXN00792,INV00792,2026-08-04,CUST0164,56708.83,INR,NETBANKING,SUCCESS
PAY00793,TXN00793,INV00793,2026-08-13,CUST0026,73292.07,INR,WALLET,SUCCESS
PAY00794,TXN00794,INV00794,2026-07-15,CUST0047,43477.6,INR,WALLET,SUCCESS
PAY00795,TXN00795,INV00795,2026-08-06,CUST0244,74658.85,INR,WALLET,SUCCESS
PAY00796,TXN00796,INV00796,2026-08-19,CUST0223,69938.12,INR,CARD,SUCCESS
PAY00797,TXN00797,INV00797,2026-08-11,CUST0203,57347.4,INR,CARD,SUCCESS
PAY00798,TXN00798,INV00798,2026-08-13,CUST0166,92451.74,INR,UPI,SUCCESS
PAY00799,TXN00799,INV00799,2026-07-23,CUST0188,19453.73,INR,NETBANKING,SUCCESS
PAY00800,TXN00800,INV00800,2026-07-23,CUST0087,61813.99,INR,WALLET,SUCCESS
PAY00801,TXN00801,INV00801,2026-07-13,CUST0120,68693.24,INR,CARD,SUCCESS
PAY00802,TXN00802,INV00802,2026-07-16,CUST0028,94919.62,INR,CARD,SUCCESS
PAY00803,TXN00803,INV00803,2026-07-20,CUST0057,45281.13,INR,UPI,SUCCESS
PAY00804,TXN00804,INV00804,2026-07-14,CUST0109,54869.21,INR,NETBANKING,SUCCESS
PAY00805,TXN00805,INV00805,2026-08-14,CUST0073,70026.15,INR,UPI,SUCCESS
PAY00806,TXN00806,INV00806,2026-07-17,CUST0023,17446.8,INR,NETBANKING,SUCCESS
PAY00807,TXN00807,INV00807,2026-07-04,CUST0139,46763.6,INR,UPI,SUCCESS
PAY00808,TXN00808,INV00808,2026-07-07,CUST0185,2398.29,INR,WALLET,SUCCESS
PAY00809,TXN00809,INV00809,2026-07-21,CUST0051,48723.88,INR,UPI,SUCCESS
PAY00810,TXN00810,INV00810,2026-08-15,CUST0288,2638.1,INR,CARD,SUCCESS
PAY00811,TXN00811,INV00811,2026-07-26,CUST0251,74566.88,INR,UPI,SUCCESS
PAY00812,TXN00812,INV00812,2026-07-16,CUST0155,99601.44,INR,NETBANKING,SUCCESS
PAY00813,TXN00813,INV00813,2026-07-02,CUST0199,94441.6,INR,NETBANKING,SUCCESS
PAY00814,TXN00814,INV00814,2026-07-06,CUST0071,73124.02,INR,CARD,SUCCESS
PAY00815,TXN00815,INV00815,2026-07-20,CUST0219,91018.67,INR,NETBANKING,SUCCESS
PAY00816,TXN00816,INV00816,2026-08-07,CUST0071,54364.71,INR,CARD,SUCCESS
PAY00817,TXN00817,INV00817,2026-07-09,CUST0269,43291.4,INR,CARD,SUCCESS
PAY00818,TXN00818,INV00818,2026-07-05,CUST0163,55955.36,INR,UPI,SUCCESS
PAY00819,TXN00819,INV00819,2026-08-18,CUST0016,32209.4,INR,WALLET,SUCCESS
PAY00820,TXN00820,INV00820,2026-07-10,CUST0141,78021.23,INR,UPI,SUCCESS
PAY00821,TXN00821,INV00821,2026-08-08,CUST0137,56920.79,INR,CARD,SUCCESS
PAY00822,TXN00822,INV00822,2026-07-23,CUST0014,8407.81,INR,WALLET,SUCCESS
PAY00823,TXN00823,INV00823,2026-07-12,CUST0192,85286.88,INR,WALLET,SUCCESS
