payment_id,transaction_id,invoice_id,payment_date,customer_id,amount,currency,payment_method,status_payment,settlement_id,settlement_date,settled_amount,fees,tax,status_settlement,customer_id_invoice,invoice_amount,paid_amount,status,issues,is_reconciled,reconciliation_status
PAY00236,TXN00236,INV00236,2026-07-08,CUST0155,5251.07,INR,WALLET,SUCCESS,SET00236,2026-07-10,5251.07,78.77,14.18,SETTLED,CUST0155,5251.07,5251.07,PAID,NONE,True,MATCHED
PAY00237,TXN00237,INV00237,2026-07-08,CUST0033,83750.43,INR,WALLET,SUCCESS,SET00237,2026-07-11,83750.43,1256.26,226.13,SETTLED,CUST0033,83750.43,83750.43,PAID,NONE,True,MATCHED
PAY00238,TXN00238,INV00238,2026-08-06,CUST0264,24572.84,INR,CARD,SUCCESS,SET00238,2026-08-09,24572.84,368.59,66.35,SETTLED,CUST0264,24572.84,24572.84,PAID,NONE,True,MATCHED
PAY00239,TXN00239,INV00239,2026-07-16,CUST0181,57281.04,INR,CARD,SUCCESS,SET00239,2026-07-19,57281.04,859.22,154.66,SETTLED,CUST0181,57281.04,57281.04,PAID,NONE,True,MATCHED
PAY00240,TXN00240,INV00240,2026-07-05,CUST0185,95363.67,INR,UPI,SUCCESS,SET00240,2026-07-06,95363.67,1430.46,257.48,SETTLED,CUST0185,95363.67,95363.67,PAID,NONE,True,MATCHED
PAY00241,TXN00241,INV00241,2026-07-24,CUST0199,25738.2,INR,UPI,SUCCESS,SET00241,2026-07-26,25738.2,386.07,69.49,SETTLED,CUST0199,25738.2,25738.2,PAID,NONE,True,MATCHED
PAY00242,TXN00242,INV00242,2026-08-16,CUST0124,65881.89,INR,UPI,SUCCESS,SET00242,2026-08-18,65881.89,988.23,177.88,SETTLED,CUST0124,65881.89,65881.89,PAID,NONE,True,MATCHED
PAY00243,TXN00243,INV00243,2026-07-03,CUST0069,35553.76,INR,NETBANKING,SUCCESS,SET00243,2026-07-06,35553.76,533.31,96.0,SETTLED,CUST0069,35553.76,35553.76,PAID,NONE,True,MATCHED
PAY00244,TXN00244,INV00244,2026-08-14,CUST0238,48113.85,INR,CARD,SUCCESS,SET00244,2026-08-17,48113.85,721.71,129.91,SETTLED,CUST0238,48113.85,48113.85,PAID,NONE,True,MATCHED
PAY00245,TXN00245,INV00245,2026-07-03,CUST0235,29697.54,INR,UPI,SUCCESS,SET00245,2026-07-05,29697.54,445.46,80.18,SETTLED,CUST0235,29697.54,29697.54,PAID,NONE,True,MATCHED
PAY00246,TXN00246,INV00246,2026-08-02,CUST0159,40123.29,INR,WALLET,SUCCESS,SET00246,2026-08-03,40123.29,601.85,108.33,SETTLED,CUST0159,40123.29,40123.29,PAID,NONE,True,MATCHED
PAY00247,TXN00247,INV00247,2026-07-23,CUST0147,86282.78,INR,UPI,SUCCESS,SET00247,2026-07-25,85946.28,1294.24,232.96,SETTLED,CUST0147,86282.78,86282.78,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00248,TXN00248,INV00248,2026-07-28,CUST0189,89003.91,INR,WALLET,SUCCESS,SET00248,2026-07-30,87053.84,1335.06,240.31,SETTLED,CUST0189,89003.91,89003.91,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00249,TXN00249,INV00249,2026-08-14,CUST0255,50003.58,INR,NETBANKING,SUCCESS,SET00249,2026-08-16,50003.58,750.05,135.01,SETTLED,CUST0255,50003.58,50003.58,PAID,NONE,True,MATCHED
PAY00250,TXN00250,INV00250,2026-07-28,CUST0041,60444.1,INR,CARD,SUCCESS,SET00250,2026-07-29,60444.1,906.66,163.2,SETTLED,CUST0041,60444.1,60444.1,PAID,NONE,True,MATCHED
PAY00251,TXN00251,INV00251,2026-07-21,CUST0041,66261.46,INR,NETBANKING,SUCCESS,SET00251,2026-07-23,66261.46,993.92,178.91,SETTLED,CUST0041,66261.46,66261.46,PAID,NONE,True,MATCHED
PAY00252,TXN00252,INV00252,2026-08-14,CUST0086,44668.88,INR,WALLET,SUCCESS,SET00252,2026-08-17,44668.88,670.03,120.61,SETTLED,CUST0086,44668.88,44668.88,PAID,NONE,True,MATCHED
PAY00253,TXN00253,INV00253,2026-07-18,CUST0223,64127.2,INR,UPI,SUCCESS,SET00253,2026-07-20,64127.2,961.91,173.14,SETTLED,CUST0223,64127.2,64127.2,PAID,NONE,True,MATCHED
PAY00254,TXN00254,INV00254,2026-08-02,CUST0187,80209.05,INR,CARD,SUCCESS,SET00254,2026-08-05,80209.05,1203.14,216.57,SETTLED,CUST0187,81351.56,80209.05,PAID,INVOICE_MISMATCH,False,EXCEPTION
PAY00255,TXN00255,INV00255,2026-07-03,CUST0225,13059.89,INR,CARD,SUCCESS,SET00255,2026-07-05,13059.89,195.9,35.26,SETTLED,CUST0225,13059.89,13059.89,PAID,NONE,True,MATCHED
PAY00256,TXN00256,INV00256,2026-08-06,CUST0197,3722.34,INR,CARD,SUCCESS,SET00256,2026-08-08,3722.34,55.84,10.05,SETTLED,CUST0197,3722.34,3722.34,PAID,NONE,True,MATCHED
PAY00257,TXN00257,INV00257,2026-08-18,CUST0228,8150.1,INR,CARD,SUCCESS,SET00257,2026-08-20,8150.1,122.25,22.0,SETTLED,CUST0228,8150.1,8150.1,PAID,NONE,True,MATCHED
PAY00258,TXN00258,INV00258,2026-07-16,CUST0143,96071.75,INR,UPI,SUCCESS,SET00258,2026-07-19,96071.75,1441.08,259.39,SETTLED,CUST0143,96071.75,96071.75,PAID,NONE,True,MATCHED
PAY00259,TXN00259,INV00259,2026-08-05,CUST0199,12217.22,INR,NETBANKING,SUCCESS,SET00259,2026-08-08,12217.22,183.26,32.99,SETTLED,CUST0199,12217.22,12217.22,PAID,NONE,True,MATCHED
PAY00260,TXN00260,INV00260,2026-08-14,CUST0147,91689.65,INR,WALLET,SUCCESS,SET00260,2026-08-15,91689.65,1375.34,247.56,SETTLED,CUST0147,91689.65,91689.65,PAID,NONE,True,MATCHED
PAY00261,TXN00261,INV00261,2026-07-12,CUST0232,89918.56,INR,WALLET,SUCCESS,SET00261,2026-07-24,89918.56,1348.78,242.78,SETTLED,CUST0232,89918.56,89918.56,PAID,DELAYED_SETTLEMENT,False,EXCEPTION
PAY00262,TXN00262,INV00262,2026-08-05,CUST0034,54446.05,INR,NETBANKING,SUCCESS,SET00262,2026-08-08,52584.13,816.69,147.0,SETTLED,CUST0034,54446.05,54446.05,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00263,TXN00263,INV00263,2026-08-20,CUST0090,36468.47,INR,CARD,SUCCESS,SET00263,2026-08-21,36468.47,547.03,98.47,SETTLED,CUST0090,36468.47,36468.47,PAID,NONE,True,MATCHED
PAY00264,TXN00264,INV00264,2026-08-20,CUST0122,49655.18,INR,NETBANKING,SUCCESS,SET00264,2026-08-22,49655.18,744.83,134.07,SETTLED,CUST0122,49655.18,49655.18,PAID,NONE,True,MATCHED
PAY00265,TXN00265,INV00265,2026-07-09,CUST0283,61388.86,INR,UPI,SUCCESS,SET00265,2026-07-12,61388.86,920.83,165.75,SETTLED,CUST0283,61388.86,61388.86,PAID,NONE,True,MATCHED
PAY00266,TXN00266,INV00266,2026-08-03,CUST0246,41374.11,INR,WALLET,SUCCESS,SET00266,2026-08-04,41374.11,620.61,111.71,SETTLED,CUST0246,41374.11,41374.11,PAID,NONE,True,MATCHED
PAY00267,TXN00267,INV00267,2026-08-11,CUST0163,7879.42,INR,WALLET,SUCCESS,SET00267,2026-08-12,7879.42,118.19,21.27,SETTLED,CUST0163,7879.42,7879.42,PAID,NONE,True,MATCHED
PAY00268,TXN00268,INV00268,2026-08-10,CUST0283,58984.71,INR,CARD,SUCCESS,SET00268,2026-08-11,58984.71,884.77,159.26,SETTLED,CUST0283,58984.71,58984.71,PAID,NONE,True,MATCHED
PAY00269,TXN00269,INV00269,2026-07-10,CUST0266,30760.39,INR,CARD,SUCCESS,SET00269,2026-07-11,30760.39,461.41,83.05,SETTLED,CUST0266,30760.39,30760.39,PAID,NONE,True,MATCHED
PAY00270,TXN00270,INV00270,2026-08-03,CUST0178,89545.13,INR,UPI,SUCCESS,SET00270,2026-08-06,89545.13,1343.18,241.77,SETTLED,CUST0178,89545.13,89545.13,PAID,NONE,True,MATCHED
PAY00271,TXN00271,INV00271,2026-07-09,CUST0141,62689.72,INR,UPI,SUCCESS,SET00271,2026-07-12,62689.72,940.35,169.26,SETTLED,CUST0141,62689.72,62689.72,PAID,NONE,True,MATCHED
PAY00272,TXN00272,INV00272,2026-07-10,CUST0298,17534.46,INR,NETBANKING,SUCCESS,SET00272,2026-07-11,17534.46,263.02,47.34,SETTLED,CUST0298,17534.46,17534.46,PAID,NONE,True,MATCHED
PAY00273,TXN00273,INV00273,2026-07-06,CUST0015,5023.45,INR,NETBANKING,SUCCESS,SET00273,2026-07-08,5023.45,75.35,13.56,SETTLED,CUST0015,5023.45,5023.45,PAID,NONE,True,MATCHED
PAY00274,TXN00274,INV00274,2026-08-01,CUST0016,88955.19,INR,NETBANKING,SUCCESS,SET00274,2026-08-03,88955.19,1334.33,240.18,SETTLED,CUST0016,88955.19,88955.19,PAID,NONE,True,MATCHED
PAY00275,TXN00275,INV00275,2026-08-13,CUST0126,40906.21,INR,WALLET,SUCCESS,SET00275,2026-08-14,40906.21,613.59,110.45,SETTLED,CUST0126,40906.21,40906.21,PAID,NONE,True,MATCHED
PAY00276,TXN00276,INV00276,2026-07-27,CUST0226,48682.99,INR,CARD,SUCCESS,SET00276,2026-07-29,48682.99,730.24,131.44,SETTLED,CUST0226,48682.99,48682.99,PAID,NONE,True,MATCHED
PAY00277,TXN00277,INV00277,2026-08-16,CUST0164,98808.33,INR,NETBANKING,SUCCESS,SET00277,2026-08-19,98808.33,1482.12,266.78,SETTLED,CUST0164,99896.78,98808.33,PAID,INVOICE_MISMATCH,False,EXCEPTION
PAY00278,TXN00278,INV00278,2026-07-07,CUST0288,32252.03,INR,WALLET,SUCCESS,SET00278,2026-07-08,32252.03,483.78,87.08,SETTLED,CUST0288,32252.03,32252.03,PAID,NONE,True,MATCHED
PAY00279,TXN00279,INV00279,2026-07-07,CUST0073,5535.23,INR,WALLET,SUCCESS,SET00279,2026-07-08,3606.13,83.03,14.95,SETTLED,CUST0073,5535.23,5535.23,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00280,TXN00280,INV00280,2026-07-21,CUST0082,93408.28,INR,NETBANKING,SUCCESS,SET00280,2026-07-23,93408.28,1401.12,252.2,SETTLED,CUST0082,93408.28,93408.28,PAID,NONE,True,MATCHED
PAY00281,TXN00281,INV00281,2026-07-30,CUST0264,50126.59,INR,NETBANKING,SUCCESS,SET00281,2026-08-01,50126.59,751.9,135.34,SETTLED,CUST0264,50126.59,50126.59,PAID,NONE,True,MATCHED
PAY00282,TXN00282,INV00282,2026-07-30,CUST0259,96685.32,INR,CARD,SUCCESS,SET00282,2026-07-31,96685.32,1450.28,261.05,SETTLED,CUST0259,96685.32,96685.32,PAID,NONE,True,MATCHED
PAY00283,TXN00283,INV00283,2026-08-01,CUST0145,59953.12,INR,WALLET,SUCCESS,SET00283,2026-08-02,59953.12,899.3,161.87,SETTLED,CUST0145,59953.12,59953.12,PAID,NONE,True,MATCHED
PAY00284,TXN00284,INV00284,2026-07-09,CUST0221,88304.35,INR,NETBANKING,SUCCESS,SET00284,2026-07-10,88304.35,1324.57,238.42,SETTLED,CUST0221,88304.35,88304.35,PAID,NONE,True,MATCHED
PAY00285,TXN00285,INV00285,2026-07-04,CUST0206,57243.02,INR,CARD,SUCCESS,SET00285,2026-07-05,57243.02,858.65,154.56,SETTLED,CUST0206,57243.02,57243.02,PAID,NONE,True,MATCHED
PAY00286,TXN00286,INV00286,2026-08-02,CUST0198,45310.26,INR,NETBANKING,SUCCESS,SET00286,2026-08-05,45310.26,679.65,122.34,SETTLED,CUST0198,45310.26,45310.26,PAID,NONE,True,MATCHED
PAY00287,TXN00287,INV00287,2026-07-09,CUST0061,97520.74,INR,WALLET,SUCCESS,SET00287,2026-07-12,97520.74,1462.81,263.31,SETTLED,CUST0061,97520.74,97520.74,PAID,NONE,True,MATCHED
PAY00288,TXN00288,INV00288,2026-08-18,CUST0188,14854.6,INR,WALLET,SUCCESS,SET00288,2026-08-19,14854.6,222.82,40.11,SETTLED,CUST0188,14854.6,14854.6,PAID,NONE,True,MATCHED
PAY00289,TXN00289,INV00289,2026-08-15,CUST0071,33637.55,INR,WALLET,SUCCESS,SET00289,2026-08-18,33637.55,504.56,90.82,SETTLED,CUST0071,33637.55,33637.55,PAID,NONE,True,MATCHED
PAY00290,TXN00290,INV00290,2026-07-09,CUST0264,33132.6,INR,NETBANKING,SUCCESS,SET00290,2026-07-12,33132.6,496.99,89.46,SETTLED,CUST0264,33132.6,33132.6,PAID,NONE,True,MATCHED
PAY00291,TXN00291,INV00291,2026-08-07,CUST0154,33969.16,INR,WALLET,SUCCESS,SET00291,2026-08-09,33969.16,509.54,91.72,SETTLED,CUST0154,33969.16,33969.16,PAID,NONE,True,MATCHED
PAY00292,TXN00292,INV00292,2026-07-24,CUST0009,33458.34,INR,UPI,SUCCESS,SET00292,2026-07-27,33458.34,501.88,90.34,SETTLED,CUST0009,36585.0,33458.34,PAID,INVOICE_MISMATCH,False,EXCEPTION
PAY00293,TXN00293,INV00293,2026-08-08,CUST0014,47721.73,INR,CARD,SUCCESS,SET00293,2026-08-10,47721.73,715.83,128.85,SETTLED,CUST0014,47721.73,47721.73,PAID,NONE,True,MATCHED
PAY00294,TXN00294,INV00294,2026-08-03,CUST0088,63088.01,INR,WALLET,SUCCESS,SET00294,2026-08-04,63088.01,946.32,170.34,SETTLED,CUST0088,63088.01,63088.01,PAID,NONE,True,MATCHED
PAY00295,TXN00295,INV00295,2026-08-06,CUST0017,94846.41,INR,UPI,SUCCESS,SET00295,2026-08-08,94846.41,1422.7,256.09,SETTLED,CUST0017,94846.41,94846.41,PAID,NONE,True,MATCHED
PAY00296,TXN00296,INV00296,2026-07-10,CUST0215,41589.53,INR,CARD,SUCCESS,SET00296,2026-07-12,41589.53,623.84,112.29,SETTLED,CUST0215,41589.53,41589.53,PAID,NONE,True,MATCHED
PAY00297,TXN00297,INV00297,2026-08-15,CUST0032,14239.21,INR,CARD,SUCCESS,SET00297,2026-08-17,14239.21,213.59,38.45,SETTLED,CUST0032,14239.21,14239.21,PAID,NONE,True,MATCHED
PAY00298,TXN00298,INV00298,2026-07-25,CUST0270,31718.38,INR,CARD,SUCCESS,SET00298,2026-07-27,31718.38,475.78,85.64,SETTLED,CUST0270,31718.38,31718.38,PAID,NONE,True,MATCHED
PAY00299,TXN00299,INV00299,2026-07-23,CUST0280,67748.92,INR,NETBANKING,SUCCESS,SET00299,2026-07-24,67748.92,1016.23,182.92,SETTLED,CUST0280,67748.92,67748.92,PAID,NONE,True,MATCHED
PAY00300,TXN00300,INV00300,2026-08-05,CUST0143,30200.67,INR,NETBANKING,SUCCESS,SET00300,2026-08-06,30200.67,453.01,81.54,SETTLED,CUST0143,30200.67,30200.67,PAID,NONE,True,MATCHED
PAY00301,TXN00301,INV00301,2026-07-21,CUST0251,48240.44,INR,NETBANKING,SUCCESS,SET00301,2026-07-24,48240.44,723.61,130.25,SETTLED,CUST0251,48240.44,48240.44,PAID,NONE,True,MATCHED
PAY00302,TXN00302,INV00302,2026-07-25,CUST0279,89628.17,INR,WALLET,SUCCESS,SET00302,2026-07-27,89628.17,1344.42,242.0,SETTLED,CUST0279,89628.17,89628.17,PAID,NONE,True,MATCHED
PAY00303,TXN00303,INV00303,2026-07-19,CUST0022,95553.71,INR,UPI,SUCCESS,SET00303,2026-07-22,95553.71,1433.31,258.0,SETTLED,CUST0022,95553.71,95553.71,PAID,NONE,True,MATCHED
PAY00304,TXN00304,INV00304,2026-08-17,CUST0132,48168.39,INR,CARD,SUCCESS,SET00304,2026-08-20,48168.39,722.53,130.06,SETTLED,CUST0132,48168.39,48168.39,PAID,NONE,True,MATCHED
PAY00305,TXN00305,INV00305,2026-07-09,CUST0140,11368.04,INR,CARD,SUCCESS,SET00305,2026-07-12,11368.04,170.52,30.69,SETTLED,CUST0140,11368.04,11368.04,PAID,NONE,True,MATCHED
PAY00306,TXN00306,INV00306,2026-08-10,CUST0116,23667.24,INR,UPI,SUCCESS,SET00306,2026-08-12,23667.24,355.01,63.9,SETTLED,CUST0116,23667.24,23667.24,PAID,NONE,True,MATCHED
PAY00307,TXN00307,INV00307,2026-08-13,CUST0052,77191.22,INR,UPI,SUCCESS,SET00307,2026-08-15,77191.22,1157.87,208.42,SETTLED,CUST0052,82091.82,77191.22,PAID,INVOICE_MISMATCH,False,EXCEPTION
PAY00308,TXN00308,INV00308,2026-07-31,CUST0244,65228.6,INR,NETBANKING,SUCCESS,SET00308,2026-08-01,65228.6,978.43,176.12,SETTLED,CUST0244,65228.6,65228.6,PAID,NONE,True,MATCHED
PAY00309,TXN00309,INV00309,2026-08-11,CUST0046,57626.27,INR,UPI,SUCCESS,,,,,,,CUST0046,57626.27,57626.27,PAID,MISSING_SETTLEMENT,False,EXCEPTION
PAY00310,TXN00310,INV00310,2026-07-03,CUST0091,99718.59,INR,WALLET,SUCCESS,SET00310,2026-07-06,99718.59,1495.78,269.24,SETTLED,CUST0091,99718.59,99718.59,PAID,NONE,True,MATCHED
PAY00311,TXN00311,INV00311,2026-07-03,CUST0149,1422.08,INR,UPI,SUCCESS,,,,,,,CUST0149,1422.08,1422.08,PAID,MISSING_SETTLEMENT,False,EXCEPTION
PAY00312,TXN00312,INV00312,2026-08-11,CUST0233,54558.4,INR,WALLET,SUCCESS,SET00312,2026-08-14,53569.16,818.38,147.31,SETTLED,CUST0233,54558.4,54558.4,PAID,AMOUNT_MISMATCH,False,EXCEPTION
PAY00313,TXN00313,INV00313,2026-07-08,CUST0099,33403.07,INR,WALLET,SUCCESS,SET00313,2026-07-09,33403.07,501.05,90.19,SETTLED,CUST0099,33403.07,33403.07,PAID,NONE,True,MATCHED
PAY00314,TXN00314,INV00314,2026-08-17,CUST0008,34042.66,INR,NETBANKING,SUCCESS,SET00314,2026-08-18,34042.66,510.64,91.92,SETTLED,CUST0008,34042.66,34042.66,PAID,NONE,True,MATCHED
PAY00315,TXN00315,INV00315,2026-07-28,CUST0208,51770.43,INR,UPI,SUCCESS,SET00315,2026-07-29,51770.43,776.56,139.78,SETTLED,CUST0208,51770.43,51770.43,PAID,NONE,True,MATCHED
PAY00316,TXN00316,INV00316,2026-07-31,CUST0072,32698.37,INR,CARD,SUCCESS,SET00316,2026-08-01,32698.37,490.48,88.29,SETTLED,CUST0072,32698.37,32698.37,PAID,NONE,True,MATCHED
PAY00317,TXN00317,INV00317,2026-08-18,CUST0229,27065.94,INR,NETBANKING,SUCCESS,SET00317,2026-08-21,27065.94,405.99,73.08,SETTLED,CUST0229,27065.94,27065.94,PAID,NONE,True,MATCHED
PAY00318,TXN00318,INV00318,2026-07-17,CUST0006,65541.5,INR,CARD,SUCCESS,SET00318,2026-07-19,65541.5,983.12,176.96,SETTLED,CUST0006,65541.5,65541.5,PAID,NONE,True,MATCHED
PAY00319,TXN00319,INV00319,2026-07-11,CUST0158,40838.95,INR,NETBANKING,SUCCESS,SET00319,2026-07-13,40838.95,612.58,110.26,SETTLED,CUST0158,40838.95,40838.95,PAID,NONE,True,MATCHED
PAY00320,TXN00320,INV00320,2026-08-09,CUST0189,22474.5,INR,CARD,SUCCESS,SET00320,2026-08-12,22474.5,337.12,60.68,SETTLED,CUST0189,22474.5,22474.5,PAID,NONE,True,MATCHED
PAY00321,TXN00321,INV00321,2026-07-27,CUST0192,70343.1,INR,WALLET,SUCCESS,SET00321,2026-07-28,70343.1,1055.15,189.93,SETTLED,CUST0192,70343.1,70343.1,PAID,NONE,True,MATCHED
PAY00322,TXN00322,INV00322,2026-08-13,CUST0127,75596.59,INR,UPI,SUCCESS,SET00322,2026-08-16,75596.59,1133.95,204.11,SETTLED,CUST0127,75596.59,75596.59,PAID,NONE,True,MATCHED
PAY00323,TXN00323,INV00323,2026-07-05,CUST0186,91765.85,INR,UPI,SUCCESS,SET00323,2026-07-08,91765.85,1376.49,247.77,SETTLED,CUST0186,91765.85,91765.85,PAID,NONE,True,MATCHED
PAY00324,TXN00324,INV00324,2026-08-06,CUST0104,53897.69,INR,CARD,SUCCESS,SET00324,2026-08-08,53897.69,808.47,145.52,SETTLED,CUST0104,53897.69,53897.69,PAID,NONE,True,MATCHED
PAY00325,TXN00325,INV00325,2026-08-13,CUST0060,20937.45,INR,WALLET,SUCCESS,SET00325,2026-08-15,20937.45,314.06,56.53,SETTLED,CUST0060,20937.45,20937.45,PAID,NONE,True,MATCHED
PAY00326,TXN00326,INV00326,2026-07-30,CUST0029,13628.46,INR,WALLET,SUCCESS,SET00326,2026-08-02,13628.46,204.43,36.8,SETTLED,CUST0029,13628.46,13628.46,PAID,NONE,True,MATCHED
PAY00327,TXN00327,INV00327,2026-08-13,CUST0237,80788.08,INR,UPI,SUCCESS,SET00327,2026-08-16,80788.08,1211.82,218.13,SETTLED,CUST0237,80788.08,80788.08,PAID,NONE,True,MATCHED
PAY00328,TXN00328,INV00328,2026-08-07,CUST0112,7766.44,INR,WALLET,SUCCESS,SET00328,2026-08-10,7766.44,116.5,20.97,SETTLED,CUST0112,7766.44,7766.44,PAID,NONE,True,MATCHED
PAY00329,TXN00329,INV00329,2026-07-05,CUST0031,98620.66,INR,WALLET,SUCCESS,SET00329,2026-07-06,98620.66,1479.31,266.28,SETTLED,CUST0031,98620.66,98620.66,PAID,NONE,True,MATCHED
PAY00330,TXN00330,INV00330,2026-08-19,CUST0070,64331.74,INR,WALLET,SUCCESS,SET00330,2026-08-21,64331.74,964.98,173.7,SETTLED,CUST0070,64331.74,64331.74,PAID,NONE,True,MATCHED
PAY00331,TXN00331,INV00331,2026-07-25,CUST0194,8484.87,INR,CARD,SUCCESS,SET00331,2026-07-26,8484.87,127.27,22.91,SETTLED,CUST0194,8484.87,8484.87,PAID,NONE,True,MATCHED
PAY00332,TXN00332,INV00332,2026-08-04,CUST0092,39609.33,INR,CARD,SUCCESS,SET00332,2026-08-05,39609.33,594.14,106.95,SETTLED,CUST0092,39609.33,39609.33,PAID,NONE,True,MATCHED
PAY00333,TXN00333,INV00333,2026-07-20,CUST0012,46568.89,INR,WALLET,SUCCESS,SET00333,2026-07-21,46568.89,698.53,125.74,SETTLED,CUST0012,46568.89,46568.89,PAID,NONE,True,MATCHED
PAY00334,TXN00334,INV00334,2026-07-23,CUST0236,15934.58,INR,CARD,SUCCESS,SET00334,2026-07-24,15934.58,239.02,43.02,SETTLED,CUST0236,15934.58,15934.58,PAID,DUPLICATE_PAYMENT,False,EXCEPTION
PAY00334_DUP,TXN00334_DUP,INV00334,2026-07-23,CUST0236,15934.58,INR,CARD,SUCCESS,,,,,,,CUST0236,15934.58,15934.58,PAID,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,False,EXCEPTION
PAY00335,TXN00335,INV00335,2026-08-12,CUST0017,42214.44,INR,UPI,SUCCESS,SET00335,2026-08-13,42214.44,633.22,113.98,SETTLED,CUST0017,42214.44,42214.44,PAID,NONE,True,MATCHED
PAY00336,TXN00336,INV00336,2026-07-29,CUST0018,59979.6,INR,UPI,SUCCESS,SET00336,2026-07-31,59979.6,899.69,161.94,SETTLED,CUST0018,59979.6,59979.6,PAID,NONE,True,MATCHED
PAY00337,TXN00337,INV00337,2026-07-15,CUST0225,54206.1,INR,UPI,SUCCESS,SET00337,2026-07-16,54206.1,813.09,146.36,SETTLED,CUST0225,54206.1,54206.1,PAID,NONE,True,MATCHED
PAY00338,TXN00338,INV00338,2026-07-21,CUST0295,57958.74,INR,NETBANKING,SUCCESS,SET00338,2026-07-24,57958.74,869.38,156.49,SETTLED,CUST0295,57958.74,57958.74,PAID,NONE,True,MATCHED
PAY00339,TXN00339,INV00339,2026-07-15,CUST0267,41649.24,INR,NETBANKING,SUCCESS,SET00339,2026-07-18,41649.24,624.74,112.45,SETTLED,CUST0267,41649.24,41649.24,PAID,NONE,True,MATCHED
PAY00340,TXN00340,INV00340,2026-08-10,CUST0090,68035.64,INR,WALLET,SUCCESS,SET00340,2026-08-13,68035.64,1020.53,183.7,SETTLED,CUST0090,68035.64,68035.64,PAID,NONE,True,MATCHED
PAY00341,TXN00341,INV00341,2026-08-20,CUST0196,52684.07,INR,WALLET,SUCCESS,SET00341,2026-08-22,52684.07,790.26,142.25,SETTLED,CUST0196,52684.07,52684.07,PAID,NONE,True,MATCHED
PAY00342,TXN00342,INV00342,2026-08-18,CUST0095,54023.86,INR,CARD,SUCCESS,SET00342,2026-08-21,54023.86,810.36,145.86,SETTLED,CUST0095,54023.86,54023.86,PAID,NONE,True,MATCHED
PAY00343,TXN00343,INV00343,2026-07-30,CUST0074,91516.75,INR,WALLET,SUCCESS,SET00343,2026-08-01,91516.75,1372.75,247.09,SETTLED,CUST0074,94524.54,91516.75,PAID,INVOICE_MISMATCH,False,EXCEPTION
PAY00344,TXN00344,INV00344,2026-07-17,CUST0125,20732.0,INR,UPI,SUCCESS,,,,,,,CUST0125,20732.0,20732.0,PAID,MISSING_SETTLEMENT,False,EXCEPTION
PAY00345,TXN00345,INV00345,2026-08-16,CUST0275,83025.93,INR,UPI,SUCCESS,SET00345,2026-08-19,83025.93,1245.39,224.17,SETTLED,CUST0275,83025.93,83025.93,PAID,NONE,True,MATCHED
PAY00346,TXN00346,INV00346,2026-07-05,CUST0021,19222.25,INR,CARD,SUCCESS,SET00346,2026-07-07,19222.25,288.33,51.9,SETTLED,CUST0021,19222.25,19222.25,PAID,NONE,True,MATCHED
PAY00347,TXN00347,INV00347,2026-07-14,CUST0008,93747.4,INR,UPI,SUCCESS,SET00347,2026-07-15,93747.4,1406.21,253.12,SETTLED,CUST0008,93747.4,93747.4,PAID,NONE,True,MATCHED
PAY00348,TXN00348,INV00348,2026-07-26,CUST0105,91555.08,INR,NETBANKING,SUCCESS,SET00348,2026-07-28,91555.08,1373.33,247.2,SETTLED,CUST0105,91555.08,91555.08,PAID,NONE,True,MATCHED
PAY00349,TXN00349,INV00349,2026-08-11,CUST0274,36246.33,INR,NETBANKING,SUCCESS,SET00349,2026-08-13,36246.33,543.69,97.86,SETTLED,CUST0274,36246.33,36246.33,PAID,NONE,True,MATCHED
PAY00350,TXN00350,INV00350,2026-08-16,CUST0051,47214.3,INR,NETBANKING,SUCCESS,,,,,,,CUST0051,47214.3,47214.3,PAID,MISSING_SETTLEMENT,False,EXCEPTION
PAY00351,TXN00351,INV00351,2026-07-03,CUST0212,56471.21,INR,CARD,SUCCESS,SET00351,2026-07-05,56471.21,847.07,152.47,SETTLED,CUST0212,56471.21,56471.21,PAID,NONE,True,MATCHED
PAY00352,TXN00352,INV00352,2026-08-07,CUST0284,58124.72,INR,WALLET,SUCCESS,SET00352,2026-08-09,58124.72,871.87,156.94,SETTLED,CUST0284,58124.72,58124.72,PAID,NONE,True,MATCHED
PAY00353,TXN00353,INV00353,2026-07-25,CUST0118,57194.06,INR,CARD,SUCCESS,SET00353,2026-07-28,57194.06,857.91,154.42,SETTLED,CUST0118,57194.06,57194.06,PAID,NONE,True,MATCHED
PAY00354,TXN00354,INV00354,2026-07-17,CUST0173,76454.38,INR,WALLET,SUCCESS,SET00354,2026-07-19,76454.38,1146.82,206.43,SETTLED,CUST0173,79842.01,76454.38,PAID,INVOICE_MISMATCH,False,EXCEPTION
PAY00355,TXN00355,INV00355,2026-08-16,CUST0087,79600.06,INR,CARD,SUCCESS,SET00355,2026-08-18,79600.06,1194.0,214.92,SETTLED,CUST0087,79600.06,79600.06,PAID,NONE,True,MATCHED
