settlement_id,payment_id,settlement_date,settled_amount,fees,tax,status
SET00770,PAY00770,2026-08-04,19565.86,293.49,52.83,SETTLED
SET00771,PAY00771,2026-08-06,62585.06,938.78,168.98,SETTLED
SET00772,PAY00772,2026-07-03,93056.0,1395.84,251.25,SETTLED
SET00773,PAY00773,2026-07-25,56022.98,840.34,151.26,SETTLED
SET00774,PAY00774,2026-08-04,4544.99,68.17,12.27,SETTLED
SET00775,PAY00775,2026-07-08,10571.9,158.58,28.54,SETTLED
SET00776,PAY00776,2026-08-14,25251.92,378.78,68.18,SETTLED
SET00777,PAY00777,2026-08-22,64043.12,960.65,172.92,SETTLED
SET00778,PAY00778,2026-07-09,17097.53,256.46,46.16,SETTLED
SET00779,PAY00779,2026-08-07,99844.14,1497.66,269.58,SETTLED
SET00780,PAY00780,2026-07-27,41528.16,622.92,112.13,SETTLED
SET00781,PAY00781,2026-08-08,54789.81,821.85,147.93,SETTLED
SET00782,PAY00782,2026-07-31,45026.23,675.39,121.57,SETTLED
SET00783,PAY00783,2026-08-04,13941.03,209.12,37.64,SETTLED
SET00785,PAY00785,2026-08-07,15894.12,238.41,42.91,SETTLED
SET00786,PAY00786,2026-07-25,89017.72,1335.27,240.35,SETTLED
SET00787,PAY00787,2026-07-28,57121.96,856.83,154.23,SETTLED
SET00788,PAY00788,2026-07-13,49083.5,736.25,132.53,SETTLED
SET00790,PAY00790,2026-07-30,91719.21,1395.89,251.26,SETTLED
SET00791,PAY00791,2026-08-11,77853.15,1167.8,210.2,SETTLED
SET00792,PAY00792,2026-08-05,56708.83,850.63,153.11,SETTLED
SET00793,PAY00793,2026-08-16,73292.07,1099.38,197.89,SETTLED
SET00794,PAY00794,2026-07-16,43477.6,652.16,117.39,SETTLED
SET00795,PAY00795,2026-08-09,74658.85,1119.88,201.58,SETTLED
SET00796,PAY00796,2026-08-21,69938.12,1049.07,188.83,SETTLED
SET00797,PAY00797,2026-08-13,57347.4,860.21,154.84,SETTLED
SET00798,PAY00798,2026-08-15,92451.74,1386.78,249.62,SETTLED
SET00799,PAY00799,2026-07-25,19453.73,291.81,52.53,SETTLED
SET00800,PAY00800,2026-07-24,61813.99,927.21,166.9,SETTLED
SET00801,PAY00801,2026-07-14,68693.24,1030.4,185.47,SETTLED
SET00802,PAY00802,2026-07-17,94167.4,1423.79,256.28,SETTLED
SET00803,PAY00803,2026-07-23,45281.13,679.22,122.26,SETTLED
SET00804,PAY00804,2026-07-17,54869.21,823.04,148.15,SETTLED
SET00805,PAY00805,2026-08-17,70026.15,1050.39,189.07,SETTLED
SET00806,PAY00806,2026-07-20,17446.8,261.7,47.11,SETTLED
SET00807,PAY00807,2026-07-06,46763.6,701.45,126.26,SETTLED
SET00808,PAY00808,2026-07-10,2398.29,35.97,6.47,SETTLED
SET00809,PAY00809,2026-07-23,48723.88,730.86,131.55,SETTLED
SET00811,PAY00811,2026-07-28,74566.88,1118.5,201.33,SETTLED
SET00812,PAY00812,2026-07-18,99601.44,1494.02,268.92,SETTLED
SET00813,PAY00813,2026-07-04,94441.6,1416.62,254.99,SETTLED
SET00814,PAY00814,2026-07-07,73124.02,1096.86,197.43,SETTLED
SET00815,PAY00815,2026-07-21,91018.67,1365.28,245.75,SETTLED
SET00816,PAY00816,2026-08-10,52924.95,815.47,146.78,SETTLED
SET00817,PAY00817,2026-07-10,43291.4,649.37,116.89,SETTLED
SET00818,PAY00818,2026-07-08,55955.36,839.33,151.08,SETTLED
SET00819,PAY00819,2026-08-21,32209.4,483.14,86.97,SETTLED
SET00820,PAY00820,2026-07-13,78021.23,1170.32,210.66,SETTLED
SET00821,PAY00821,2026-08-11,56920.79,853.81,153.69,SETTLED
SET00822,PAY00822,2026-07-25,8407.81,126.12,22.7,SETTLED
SET00823,PAY00823,2026-07-13,85286.88,1279.3,230.27,SETTLED
SET00826,PAY00826,2026-08-16,31252.3,492.41,88.63,SETTLED
SET00827,PAY00827,2026-08-18,31633.3,474.5,85.41,SETTLED
SET00828,PAY00828,2026-07-29,52110.91,781.66,140.7,SETTLED
SET00829,PAY00829,2026-08-20,63249.53,948.74,170.77,SETTLED
SET00830,PAY00830,2026-08-22,82848.29,1242.72,223.69,SETTLED
SET00831,PAY00831,2026-08-16,51938.48,779.08,140.23,SETTLED
SET00832,PAY00832,2026-08-19,50315.45,754.73,135.85,SETTLED
SET00833,PAY00833,2026-07-29,41649.15,624.74,112.45,SETTLED
SET00834,PAY00834,2026-07-31,9472.88,142.09,25.58,SETTLED
SET00835,PAY00835,2026-07-09,11859.41,177.89,32.02,SETTLED
SET00836,PAY00836,2026-08-17,79211.13,1188.17,213.87,SETTLED
SET00837,PAY00837,2026-07-23,56766.41,851.5,153.27,SETTLED
SET00838,PAY00838,2026-07-28,31152.19,467.28,84.11,SETTLED
SET00839,PAY00839,2026-07-15,851.52,12.77,2.3,SETTLED
SET00840,PAY00840,2026-07-04,60994.4,914.92,164.69,SETTLED
SET00841,PAY00841,2026-07-31,41310.06,619.65,111.54,SETTLED
SET00842,PAY00842,2026-07-19,62166.72,932.5,167.85,SETTLED
SET00843,PAY00843,2026-07-05,14964.75,224.47,40.4,SETTLED
SET00844,PAY00844,2026-07-17,5378.62,80.68,14.52,SETTLED
SET00845,PAY00845,2026-08-21,56436.63,846.55,152.38,SETTLED
SET00846,PAY00846,2026-08-21,28577.51,454.2,81.76,SETTLED
SET00847,PAY00847,2026-07-21,47346.28,710.19,127.83,SETTLED
SET00848,PAY00848,2026-07-30,52702.3,790.53,142.3,SETTLED
SET00849,PAY00849,2026-07-08,48624.47,729.37,131.29,SETTLED
SET00851,PAY00851,2026-08-06,73053.88,1095.81,197.25,SETTLED
SET00852,PAY00852,2026-08-17,29403.56,441.05,79.39,SETTLED
SET00853,PAY00853,2026-08-19,84882.94,1273.24,229.18,SETTLED
SET00854,PAY00854,2026-08-11,21627.62,324.41,58.39,SETTLED
SET00855,PAY00855,2026-07-23,50915.62,763.73,137.47,SETTLED
SET00856,PAY00856,2026-07-24,39906.91,598.6,107.75,SETTLED
SET00857,PAY00857,2026-08-14,48171.27,722.57,130.06,SETTLED
SET00858,PAY00858,2026-07-13,62906.45,943.6,169.85,SETTLED
SET00859,PAY00859,2026-08-04,30284.7,454.27,81.77,SETTLED
SET00860,PAY00860,2026-08-15,33506.07,502.59,90.47,SETTLED
SET00861,PAY00861,2026-07-23,98370.07,1475.55,265.6,SETTLED
SET00862,PAY00862,2026-08-22,75278.25,1129.17,203.25,SETTLED
SET00863,PAY00863,2026-08-02,87766.35,1316.5,236.97,SETTLED
SET00864,PAY00864,2026-07-21,17913.77,268.71,48.37,SETTLED
SET00866,PAY00866,2026-08-01,73377.89,1100.67,198.12,SETTLED
SET00867,PAY00867,2026-08-15,99275.67,1489.14,268.05,SETTLED
SET00868,PAY00868,2026-07-09,908.93,13.63,2.45,SETTLED
SET00869,PAY00869,2026-08-02,88973.99,1334.61,240.23,SETTLED
SET00870,PAY00870,2026-07-04,57967.2,869.51,156.51,SETTLED
SET00871,PAY00871,2026-07-14,29013.45,435.2,78.34,SETTLED
SET00872,PAY00872,2026-07-13,16170.85,242.56,43.66,SETTLED
SET00873,PAY00873,2026-07-08,21054.45,315.82,56.85,SETTLED
SET00874,PAY00874,2026-08-09,24860.09,372.9,67.12,SETTLED
SET00876,PAY00876,2026-07-07,9068.9,136.03,24.49,SETTLED
SET00877,PAY00877,2026-08-12,35884.62,538.27,96.89,SETTLED
SET00878,PAY00878,2026-07-09,97381.35,1460.72,262.93,SETTLED
SET00879,PAY00879,2026-07-08,45830.62,687.46,123.74,SETTLED
SET00880,PAY00880,2026-07-26,39511.65,592.67,106.68,SETTLED
SET00881,PAY00881,2026-07-03,7003.84,105.06,18.91,SETTLED
SET00882,PAY00882,2026-08-22,35187.24,527.81,95.01,SETTLED
SET00883,PAY00883,2026-07-23,55836.91,837.55,150.76,SETTLED
SET00884,PAY00884,2026-08-09,41637.47,624.56,112.42,SETTLED
SET00885,PAY00885,2026-07-25,21219.7,318.3,57.29,SETTLED
SET00886,PAY00886,2026-08-07,69566.25,1043.49,187.83,SETTLED
SET00887,PAY00887,2026-08-03,11875.12,178.13,32.06,SETTLED
SET00888,PAY00888,2026-07-23,95610.4,1434.16,258.15,SETTLED
SET00889,PAY00889,2026-07-24,49682.37,745.24,134.14,SETTLED
SET00890,PAY00890,2026-08-20,15099.17,226.49,40.77,SETTLED
SET00891,PAY00891,2026-07-31,19968.83,299.53,53.92,SETTLED
SET00892,PAY00892,2026-08-30,98266.74,1474.0,265.32,SETTLED
SET00893,PAY00893,2026-07-10,85324.27,1279.86,230.37,SETTLED
SET00894,PAY00894,2026-08-16,56223.01,843.35,151.8,SETTLED
SET00895,PAY00895,2026-07-30,70371.08,1055.57,190.0,SETTLED
SET00896,PAY00896,2026-07-26,43801.41,657.02,118.26,SETTLED
SET00897,PAY00897,2026-08-07,38767.21,581.51,104.67,SETTLED
SET00898,PAY00898,2026-07-12,1654.47,24.82,4.47,SETTLED
SET00899,PAY00899,2026-07-12,7056.42,133.86,24.09,SETTLED
SET00900,PAY00900,2026-07-31,51186.78,767.8,138.2,SETTLED
SET00901,PAY00901,2026-08-11,1239.28,18.59,3.35,SETTLED
SET00902,PAY00902,2026-07-21,41378.36,620.68,111.72,SETTLED
SET00903,PAY00903,2026-08-18,37173.57,557.6,100.37,SETTLED
SET00904,PAY00904,2026-08-21,77997.55,1169.96,210.59,SETTLED
SET00905,PAY00905,2026-07-19,47508.93,712.63,128.27,SETTLED
SET00906,PAY00906,2026-08-11,5751.04,86.27,15.53,SETTLED
SET00907,PAY00907,2026-08-04,90652.48,1359.79,244.76,SETTLED
SET00908,PAY00908,2026-07-05,69657.59,1044.86,188.07,SETTLED
SET00909,PAY00909,2026-08-12,47579.47,713.69,128.46,SETTLED
SET00910,PAY00910,2026-07-21,48733.64,731.0,131.58,SETTLED
SET00911,PAY00911,2026-08-12,28456.71,426.85,76.83,SETTLED
SET00912,PAY00912,2026-08-09,74027.24,1110.41,199.87,SETTLED
SET00913,PAY00913,2026-08-02,18490.51,277.36,49.92,SETTLED
SET00914,PAY00914,2026-08-04,75399.75,1131.0,203.58,SETTLED
SET00915,PAY00915,2026-08-17,63938.68,959.08,172.63,SETTLED
SET00916,PAY00916,2026-08-20,82043.34,1230.65,221.52,SETTLED
SET00917,PAY00917,2026-08-02,74741.98,1121.13,201.8,SETTLED
SET00918,PAY00918,2026-07-19,14942.41,224.14,40.35,SETTLED
SET00919,PAY00919,2026-08-06,68446.19,1026.69,184.8,SETTLED
SET00920,PAY00920,2026-07-29,61243.31,918.65,165.36,SETTLED
SET00921,PAY00921,2026-08-12,58625.59,879.38,158.29,SETTLED
SET00922,PAY00922,2026-08-06,34071.96,511.08,91.99,SETTLED
SET00923,PAY00923,2026-07-07,1690.16,25.35,4.56,SETTLED
SET00924,PAY00924,2026-07-18,72662.44,1089.94,196.19,SETTLED
SET00925,PAY00925,2026-07-05,93881.29,1408.22,253.48,SETTLED
SET00926,PAY00926,2026-08-09,12844.43,201.39,36.25,SETTLED
SET00928,PAY00928,2026-07-19,16615.62,249.23,44.86,SETTLED
SET00929,PAY00929,2026-07-23,99597.88,1493.97,268.91,SETTLED
SET00930,PAY00930,2026-07-14,61225.04,918.38,165.31,SETTLED
SET00932,PAY00932,2026-07-05,7755.49,116.33,20.94,SETTLED
SET00933,PAY00933,2026-08-12,64213.36,963.2,173.38,SETTLED
SET00934,PAY00934,2026-07-29,57676.71,865.15,155.73,SETTLED
SET00935,PAY00935,2026-08-05,22971.76,344.58,62.02,SETTLED
SET00936,PAY00936,2026-08-06,93536.7,1403.05,252.55,SETTLED
SET00937,PAY00937,2026-08-11,99703.07,1495.55,269.2,SETTLED
SET00938,PAY00938,2026-08-20,76767.55,1151.51,207.27,SETTLED
SET00939,PAY00939,2026-07-22,69740.29,1046.1,188.3,SETTLED
SET00940,PAY00940,2026-08-11,44079.38,661.19,119.01,SETTLED
SET00941,PAY00941,2026-08-02,39182.37,587.74,105.79,SETTLED
SET00942,PAY00942,2026-07-25,6077.42,91.16,16.41,SETTLED
SET00943,PAY00943,2026-07-31,94038.93,1410.58,253.9,SETTLED
SET00944,PAY00944,2026-08-18,14588.25,218.82,39.39,SETTLED
SET00945,PAY00945,2026-08-16,65054.25,975.81,175.65,SETTLED
SET00946,PAY00946,2026-07-31,61316.98,919.75,165.56,SETTLED
SET00947,PAY00947,2026-08-10,80017.93,1200.27,216.05,SETTLED
SET00948,PAY00948,2026-08-20,68000.58,1020.01,183.6,SETTLED
SET00949,PAY00949,2026-07-10,32498.19,487.47,87.74,SETTLED
SET00950,PAY00950,2026-07-08,12514.18,187.71,33.79,SETTLED
SET00952,PAY00952,2026-08-22,84812.99,1272.19,228.99,SETTLED
SET00953,PAY00953,2026-07-03,1218.79,18.28,3.29,SETTLED
SET00954,PAY00954,2026-08-15,80837.47,1212.56,218.26,SETTLED
SET00955,PAY00955,2026-08-06,45316.7,679.75,122.35,SETTLED
SET00956,PAY00956,2026-08-11,18410.05,276.15,49.71,SETTLED
SET00957,PAY00957,2026-07-24,42169.19,632.54,113.86,SETTLED
SET00958,PAY00958,2026-08-21,98684.82,1480.27,266.45,SETTLED
SET00959,PAY00959,2026-07-20,5780.37,86.71,15.61,SETTLED
SET00960,PAY00960,2026-07-14,16396.08,245.94,44.27,SETTLED
SET00961,PAY00961,2026-07-29,25512.49,382.69,68.88,SETTLED
SET00962,PAY00962,2026-07-13,16225.54,243.38,43.81,SETTLED
SET00963,PAY00963,2026-08-19,44759.68,671.4,120.85,SETTLED
SET00964,PAY00964,2026-07-18,78008.04,1170.12,210.62,SETTLED
SET00965,PAY00965,2026-07-15,37865.47,567.98,102.24,SETTLED
SET00966,PAY00966,2026-07-29,14921.66,223.82,40.29,SETTLED
SET00967,PAY00967,2026-08-17,19818.41,297.28,53.51,SETTLED
SET00968,PAY00968,2026-07-06,27994.83,426.3,76.73,SETTLED
SET00969,PAY00969,2026-07-18,88697.69,1330.47,239.48,SETTLED
SET00970,PAY00970,2026-08-08,97028.52,1455.43,261.98,SETTLED
SET00971,PAY00971,2026-08-09,47612.15,714.18,128.55,SETTLED
SET00972,PAY00972,2026-07-17,31229.82,495.99,89.28,SETTLED
SET00973,PAY00973,2026-08-03,98028.31,1470.42,264.68,SETTLED
SET00974,PAY00974,2026-08-04,39734.86,596.02,107.28,SETTLED
SET00975,PAY00975,2026-08-20,1736.09,26.04,4.69,SETTLED
SET00976,PAY00976,2026-07-18,64940.2,974.1,175.34,SETTLED
SET00977,PAY00977,2026-08-18,46198.64,692.98,124.74,SETTLED
SET00978,PAY00978,2026-07-15,79090.94,1186.36,213.54,SETTLED
SET00979,PAY00979,2026-08-12,7534.51,113.02,20.34,SETTLED
SET00980,PAY00980,2026-08-17,94636.5,1419.55,255.52,SETTLED
SET00981,PAY00981,2026-08-19,92463.58,1398.87,251.8,SETTLED
SET00982,PAY00982,2026-07-25,36960.08,554.4,99.79,SETTLED
SET00983,PAY00983,2026-07-19,54193.57,812.9,146.32,SETTLED
SET00984,PAY00984,2026-08-21,74629.16,1119.44,201.5,SETTLED
SET00985,PAY00985,2026-07-21,5918.77,88.78,15.98,SETTLED
SET00986,PAY00986,2026-07-11,47281.3,709.22,127.66,SETTLED
SET00987,PAY00987,2026-07-14,89244.37,1338.67,240.96,SETTLED
SET00988,PAY00988,2026-07-07,11381.81,170.73,30.73,SETTLED
SET00989,PAY00989,2026-07-17,52308.42,784.63,141.23,SETTLED
SET00990,PAY00990,2026-08-02,34996.67,524.95,94.49,SETTLED
SET00991,PAY00991,2026-07-08,2692.64,40.39,7.27,SETTLED
SET00992,PAY00992,2026-07-30,58081.11,871.22,156.82,SETTLED
SET00993,PAY00993,2026-08-06,44803.0,672.04,120.97,SETTLED
SET00994,PAY00994,2026-07-16,48682.19,730.23,131.44,SETTLED
SET00995,PAY00995,2026-07-22,45864.69,687.97,123.83,SETTLED
SET00996,PAY00996,2026-07-22,18636.91,279.55,50.32,SETTLED
SET00997,PAY00997,2026-07-25,24171.58,362.57,65.26,SETTLED
SET00998,PAY00998,2026-07-25,18857.41,282.86,50.91,SETTLED
SET00999,PAY00999,2026-07-30,54216.73,813.25,146.38,SETTLED
