invoice_id,customer_id,invoice_date,due_date,invoice_amount,paid_amount,status
INV00716,CUST0138,2026-07-28,2026-08-12,95873.42,95873.42,PAID
INV00717,CUST0108,2026-07-24,2026-08-08,70220.91,70220.91,PAID
INV00718,CUST0231,2026-07-07,2026-07-22,57355.27,57355.27,PAID
INV00719,CUST0121,2026-07-31,2026-08-15,43505.77,43505.77,PAID
INV00720,CUST0243,2026-06-26,2026-07-11,18072.42,18072.42,PAID
INV00721,CUST0274,2026-08-12,2026-08-27,31914.86,31914.86,PAID
INV00722,CUST0025,2026-07-24,2026-08-08,10347.99,10347.99,PAID
INV00723,CUST0050,2026-07-25,2026-08-09,74587.03,74587.03,PAID
INV00724,CUST0132,2026-07-18,2026-08-02,2473.62,2473.62,PAID
INV00725,CUST0102,2026-08-04,2026-08-19,59582.24,57801.5,PAID
INV00726,CUST0262,2026-07-29,2026-08-13,77587.06,77587.06,PAID
INV00727,CUST0075,2026-07-07,2026-07-22,64237.77,64237.77,PAID
INV00728,CUST0208,2026-07-03,2026-07-18,8371.64,8371.64,PAID
INV00729,CUST0150,2026-08-12,2026-08-27,27113.5,27113.5,PAID
INV00730,CUST0267,2026-07-28,2026-08-12,41691.91,41691.91,PAID
INV00731,CUST0129,2026-08-14,2026-08-29,70219.34,70219.34,PAID
INV00732,CUST0049,2026-07-05,2026-07-20,93710.97,93710.97,PAID
INV00733,CUST0269,2026-08-17,2026-09-01,99603.37,99603.37,PAID
INV00734,CUST0200,2026-07-19,2026-08-03,23320.92,23320.92,PAID
INV00735,CUST0270,2026-07-09,2026-07-24,3342.84,3342.84,PAID
INV00736,CUST0277,2026-07-17,2026-08-01,58719.55,55080.25,PAID
INV00737,CUST0234,2026-08-05,2026-08-20,75016.7,75016.7,PAID
INV00738,CUST0159,2026-07-20,2026-08-04,48424.34,48424.34,PAID
INV00739,CUST0188,2026-07-23,2026-08-07,26350.8,26350.8,PAID
INV00740,CUST0177,2026-07-16,2026-07-31,47185.2,47185.2,PAID
INV00741,CUST0154,2026-07-01,2026-07-16,76703.99,76703.99,PAID
INV00742,CUST0192,2026-07-12,2026-07-27,41467.72,41467.72,PAID
INV00743,CUST0200,2026-07-24,2026-08-08,22448.95,22448.95,PAID
INV00744,CUST0140,2026-07-19,2026-08-03,65021.48,65021.48,PAID
INV00745,CUST0070,2026-07-17,2026-08-01,11480.46,11480.46,PAID
INV00746,CUST0252,2026-07-09,2026-07-24,32404.05,32404.05,PAID
INV00747,CUST0096,2026-07-02,2026-07-17,28570.4,28570.4,PAID
INV00748,CUST0120,2026-07-03,2026-07-18,15493.03,15493.03,PAID
INV00749,CUST0256,2026-07-23,2026-08-07,46636.6,46636.6,PAID
INV00750,CUST0137,2026-08-17,2026-09-01,39545.97,39545.97,PAID
INV00751,CUST0007,2026-07-05,2026-07-20,97472.55,97472.55,PAID
INV00752,CUST0018,2026-07-12,2026-07-27,46353.05,46353.05,PAID
INV00753,CUST0200,2026-08-08,2026-08-23,96140.78,96140.78,PAID
INV00754,CUST0282,2026-08-02,2026-08-17,12653.08,12653.08,PAID
INV00755,CUST0027,2026-08-09,2026-08-24,22169.93,22169.93,PAID
INV00756,CUST0008,2026-07-10,2026-07-25,79541.84,79541.84,PAID
INV00757,CUST0022,2026-08-06,2026-08-21,78455.79,78455.79,PAID
INV00758,CUST0046,2026-07-14,2026-07-29,16191.0,16191.0,PAID
INV00759,CUST0031,2026-07-04,2026-07-19,35874.01,35874.01,PAID
INV00760,CUST0250,2026-07-12,2026-07-27,32015.59,32015.59,PAID
INV00761,CUST0099,2026-06-30,2026-07-15,69080.37,69080.37,PAID
INV00762,CUST0249,2026-08-12,2026-08-27,44031.25,44031.25,PAID
INV00763,CUST0291,2026-07-10,2026-07-25,54590.24,54590.24,PAID
INV00764,CUST0284,2026-07-09,2026-07-24,7353.22,7353.22,PAID
INV00765,CUST0188,2026-07-30,2026-08-14,571.62,571.62,PAID
INV00766,CUST0187,2026-08-14,2026-08-29,62209.63,62209.63,PAID
INV00767,CUST0199,2026-07-12,2026-07-27,52644.94,52644.94,PAID
INV00768,CUST0145,2026-07-17,2026-08-01,41275.55,41275.55,PAID
INV00769,CUST0035,2026-07-03,2026-07-18,83601.74,83601.74,PAID
INV00770,CUST0055,2026-07-29,2026-08-13,19565.86,19565.86,PAID
INV00771,CUST0251,2026-08-02,2026-08-17,62585.06,62585.06,PAID
INV00772,CUST0037,2026-07-01,2026-07-16,93056.0,93056.0,PAID
INV00773,CUST0032,2026-07-19,2026-08-03,56022.98,56022.98,PAID
INV00774,CUST0137,2026-08-03,2026-08-18,4544.99,4544.99,PAID
INV00775,CUST0266,2026-07-06,2026-07-21,10571.9,10571.9,PAID
INV00776,CUST0270,2026-08-08,2026-08-23,25251.92,25251.92,PAID
INV00777,CUST0055,2026-08-14,2026-08-29,64043.12,64043.12,PAID
INV00778,CUST0219,2026-07-03,2026-07-18,17097.53,17097.53,PAID
INV00779,CUST0081,2026-08-02,2026-08-17,99844.14,99844.14,PAID
INV00780,CUST0167,2026-07-22,2026-08-06,41528.16,41528.16,PAID
INV00781,CUST0124,2026-08-01,2026-08-16,54789.81,54789.81,PAID
INV00782,CUST0185,2026-07-29,2026-08-13,45026.23,45026.23,PAID
INV00783,CUST0009,2026-08-02,2026-08-17,13941.03,13941.03,PAID
INV00784,CUST0162,2026-06-28,2026-07-13,77266.55,77266.55,PAID
INV00785,CUST0293,2026-08-05,2026-08-20,15894.12,15894.12,PAID
INV00786,CUST0136,2026-07-22,2026-08-06,89017.72,89017.72,PAID
INV00787,CUST0293,2026-07-21,2026-08-05,57121.96,57121.96,PAID
INV00788,CUST0248,2026-07-10,2026-07-25,49083.5,49083.5,PAID
INV00789,CUST0296,2026-07-23,2026-08-07,8308.5,8308.5,PAID
INV00790,CUST0223,2026-07-26,2026-08-10,93059.49,93059.49,PAID
INV00791,CUST0006,2026-08-06,2026-08-21,77853.15,77853.15,PAID
INV00792,CUST0164,2026-08-03,2026-08-18,56708.83,56708.83,PAID
INV00793,CUST0026,2026-08-09,2026-08-24,77179.85,73292.07,PAID
INV00794,CUST0047,2026-07-13,2026-07-28,43477.6,43477.6,PAID
INV00795,CUST0244,2026-08-03,2026-08-18,74658.85,74658.85,PAID
INV00796,CUST0223,2026-08-18,2026-09-02,69938.12,69938.12,PAID
INV00797,CUST0203,2026-08-09,2026-08-24,57347.4,57347.4,PAID
INV00798,CUST0166,2026-08-10,2026-08-25,92451.74,92451.74,PAID
INV00799,CUST0188,2026-07-23,2026-08-07,19453.73,19453.73,PAID
INV00800,CUST0087,2026-07-20,2026-08-04,61813.99,61813.99,PAID
INV00801,CUST0120,2026-07-13,2026-07-28,68693.24,68693.24,PAID
INV00802,CUST0028,2026-07-14,2026-07-29,94919.62,94919.62,PAID
INV00803,CUST0057,2026-07-15,2026-07-30,45281.13,45281.13,PAID
INV00804,CUST0109,2026-07-10,2026-07-25,54869.21,54869.21,PAID
INV00805,CUST0073,2026-08-09,2026-08-24,70026.15,70026.15,PAID
INV00806,CUST0023,2026-07-12,2026-07-27,17446.8,17446.8,PAID
INV00807,CUST0139,2026-06-29,2026-07-14,46763.6,46763.6,PAID
INV00808,CUST0185,2026-07-04,2026-07-19,2398.29,2398.29,PAID
INV00809,CUST0051,2026-07-17,2026-08-01,48723.88,48723.88,PAID
INV00810,CUST0288,2026-08-13,2026-08-28,2638.1,2638.1,PAID
INV00811,CUST0251,2026-07-24,2026-08-08,74566.88,74566.88,PAID
INV00812,CUST0155,2026-07-11,2026-07-26,99601.44,99601.44,PAID
INV00813,CUST0199,2026-06-30,2026-07-15,94441.6,94441.6,PAID
INV00814,CUST0071,2026-07-02,2026-07-17,73124.02,73124.02,PAID
INV00815,CUST0219,2026-07-19,2026-08-03,91018.67,91018.67,PAID
INV00816,CUST0071,2026-08-05,2026-08-20,54364.71,54364.71,PAID
INV00817,CUST0269,2026-07-05,2026-07-20,43291.4,43291.4,PAID
INV00818,CUST0163,2026-07-04,2026-07-19,55955.36,55955.36,PAID
INV00819,CUST0016,2026-08-13,2026-08-28,34074.47,32209.4,PAID
INV00820,CUST0141,2026-07-10,2026-07-25,78021.23,78021.23,PAID
INV00821,CUST0137,2026-08-07,2026-08-22,56920.79,56920.79,PAID
INV00822,CUST0014,2026-07-19,2026-08-03,8407.81,8407.81,PAID
INV00823,CUST0192,2026-07-11,2026-07-26,85286.88,85286.88,PAID
INV00824,CUST0116,2026-06-30,2026-07-15,41154.62,41154.62,PAID
INV00825,CUST0104,2026-08-15,2026-08-30,20853.93,20853.93,PAID
INV00826,CUST0251,2026-08-11,2026-08-26,32827.11,32827.11,PAID
INV00827,CUST0195,2026-08-13,2026-08-28,31633.3,31633.3,PAID
INV00828,CUST0022,2026-07-16,2026-07-31,52110.91,52110.91,PAID
INV00829,CUST0265,2026-08-15,2026-08-30,63249.53,63249.53,PAID
INV00830,CUST0156,2026-08-17,2026-09-01,82848.29,82848.29,PAID
INV00831,CUST0028,2026-08-09,2026-08-24,51938.48,51938.48,PAID
INV00832,CUST0047,2026-08-11,2026-08-26,50315.45,50315.45,PAID
INV00833,CUST0070,2026-07-23,2026-08-07,41649.15,41649.15,PAID
INV00834,CUST0104,2026-07-25,2026-08-09,9472.88,9472.88,PAID
INV00835,CUST0064,2026-07-06,2026-07-21,11859.41,11859.41,PAID
INV00836,CUST0197,2026-08-13,2026-08-28,79211.13,79211.13,PAID
INV00837,CUST0088,2026-07-21,2026-08-05,56766.41,56766.41,PAID
INV00838,CUST0027,2026-07-26,2026-08-10,31152.19,31152.19,PAID
INV00839,CUST0068,2026-07-10,2026-07-25,851.52,851.52,PAID
INV00840,CUST0279,2026-06-27,2026-07-12,60994.4,60994.4,PAID
INV00841,CUST0244,2026-07-30,2026-08-14,41310.06,41310.06,PAID
INV00842,CUST0281,2026-07-17,2026-08-01,62166.72,62166.72,PAID
INV00843,CUST0179,2026-06-29,2026-07-14,14964.75,14964.75,PAID
INV00844,CUST0170,2026-07-05,2026-07-20,5378.62,5378.62,PAID
INV00845,CUST0294,2026-08-18,2026-09-02,56436.63,56436.63,PAID
INV00846,CUST0048,2026-08-19,2026-09-03,30279.8,30279.8,PAID
INV00847,CUST0034,2026-07-17,2026-08-01,47346.28,47346.28,PAID
INV00848,CUST0270,2026-07-27,2026-08-11,52702.3,52702.3,PAID
INV00849,CUST0271,2026-07-04,2026-07-19,48624.47,48624.47,PAID
INV00850,CUST0270,2026-08-02,2026-08-17,99504.92,99504.92,PAID
INV00851,CUST0255,2026-08-02,2026-08-17,73053.88,73053.88,PAID
INV00852,CUST0120,2026-08-15,2026-08-30,29403.56,29403.56,PAID
INV00853,CUST0061,2026-08-15,2026-08-30,84882.94,84882.94,PAID
INV00854,CUST0287,2026-08-08,2026-08-23,21627.62,21627.62,PAID
INV00855,CUST0158,2026-07-20,2026-08-04,50915.62,50915.62,PAID
INV00856,CUST0171,2026-07-21,2026-08-05,39906.91,39906.91,PAID
INV00857,CUST0174,2026-08-08,2026-08-23,48171.27,48171.27,PAID
INV00858,CUST0247,2026-07-07,2026-07-22,62906.45,62906.45,PAID
INV00859,CUST0029,2026-08-03,2026-08-18,30284.7,30284.7,PAID
INV00860,CUST0296,2026-08-12,2026-08-27,33506.07,33506.07,PAID
INV00861,CUST0016,2026-07-19,2026-08-03,98370.07,98370.07,PAID
INV00862,CUST0060,2026-08-18,2026-09-02,75278.25,75278.25,PAID
INV00863,CUST0045,2026-07-30,2026-08-14,87766.35,87766.35,PAID
INV00864,CUST0269,2026-07-19,2026-08-03,17913.77,17913.77,PAID
INV00865,CUST0228,2026-08-01,2026-08-16,2981.01,2981.01,PAID
INV00866,CUST0175,2026-07-30,2026-08-14,73377.89,73377.89,PAID
INV00867,CUST0265,2026-08-10,2026-08-25,99275.67,99275.67,PAID
INV00868,CUST0268,2026-07-04,2026-07-19,908.93,908.93,PAID
INV00869,CUST0171,2026-07-25,2026-08-09,88973.99,88973.99,PAID
INV00870,CUST0160,2026-07-01,2026-07-16,57967.2,57967.2,PAID
INV00871,CUST0103,2026-07-08,2026-07-23,29013.45,29013.45,PAID
INV00872,CUST0140,2026-07-06,2026-07-21,16170.85,16170.85,PAID
INV00873,CUST0264,2026-07-05,2026-07-20,21054.45,21054.45,PAID
INV00874,CUST0146,2026-08-04,2026-08-19,24860.09,24860.09,PAID
INV00875,CUST0228,2026-07-04,2026-07-19,13442.36,13442.36,PAID
INV00876,CUST0197,2026-06-30,2026-07-15,9068.9,9068.9,PAID
INV00877,CUST0229,2026-08-04,2026-08-19,35884.62,35884.62,PAID
INV00878,CUST0274,2026-07-06,2026-07-21,97381.35,97381.35,PAID
INV00879,CUST0240,2026-07-06,2026-07-21,45830.62,45830.62,PAID
INV00880,CUST0133,2026-07-22,2026-08-06,39511.65,39511.65,PAID
INV00881,CUST0250,2026-06-29,2026-07-14,7003.84,7003.84,PAID
INV00882,CUST0145,2026-08-16,2026-08-31,35187.24,35187.24,PAID
INV00883,CUST0055,2026-07-17,2026-08-01,55836.91,55836.91,PAID
INV00884,CUST0206,2026-08-04,2026-08-19,41637.47,41637.47,PAID
INV00885,CUST0034,2026-07-19,2026-08-03,21219.7,21219.7,PAID
INV00886,CUST0176,2026-08-04,2026-08-19,69566.25,69566.25,PAID
INV00887,CUST0294,2026-08-01,2026-08-16,11875.12,11875.12,PAID
INV00888,CUST0091,2026-07-15,2026-07-30,95610.4,95610.4,PAID
INV00889,CUST0195,2026-07-20,2026-08-04,49682.37,49682.37,PAID
INV00890,CUST0001,2026-08-16,2026-08-31,15099.17,15099.17,PAID
INV00891,CUST0296,2026-07-24,2026-08-08,19968.83,19968.83,PAID
INV00892,CUST0223,2026-08-11,2026-08-26,98266.74,98266.74,PAID
INV00893,CUST0207,2026-07-05,2026-07-20,85324.27,85324.27,PAID
INV00894,CUST0001,2026-08-13,2026-08-28,56223.01,56223.01,PAID
INV00895,CUST0121,2026-07-23,2026-08-07,70371.08,70371.08,PAID
INV00896,CUST0208,2026-07-22,2026-08-06,43801.41,43801.41,PAID
INV00897,CUST0097,2026-08-04,2026-08-19,38767.21,38767.21,PAID
INV00898,CUST0065,2026-07-06,2026-07-21,1654.47,1654.47,PAID
INV00899,CUST0224,2026-07-04,2026-07-19,8924.01,8924.01,PAID
INV00900,CUST0093,2026-07-29,2026-08-13,51186.78,51186.78,PAID
INV00901,CUST0218,2026-08-07,2026-08-22,1239.28,1239.28,PAID
INV00902,CUST0257,2026-07-18,2026-08-02,41378.36,41378.36,PAID
INV00903,CUST0248,2026-08-10,2026-08-25,38033.85,37173.57,PAID
INV00904,CUST0270,2026-08-14,2026-08-29,77997.55,77997.55,PAID
INV00905,CUST0046,2026-07-12,2026-07-27,47508.93,47508.93,PAID
INV00906,CUST0160,2026-08-09,2026-08-24,5751.04,5751.04,PAID
INV00907,CUST0233,2026-07-31,2026-08-15,90652.48,90652.48,PAID
INV00908,CUST0086,2026-06-29,2026-07-14,69657.59,69657.59,PAID
INV00909,CUST0032,2026-08-05,2026-08-20,47579.47,47579.47,PAID
INV00910,CUST0014,2026-07-17,2026-08-01,48733.64,48733.64,PAID
INV00911,CUST0068,2026-08-09,2026-08-24,28456.71,28456.71,PAID
INV00912,CUST0090,2026-08-06,2026-08-21,74027.24,74027.24,PAID
INV00913,CUST0121,2026-08-01,2026-08-16,18490.51,18490.51,PAID
INV00914,CUST0079,2026-07-31,2026-08-15,75399.75,75399.75,PAID
INV00915,CUST0226,2026-08-14,2026-08-29,63938.68,63938.68,PAID
INV00916,CUST0136,2026-08-15,2026-08-30,82043.34,82043.34,PAID
INV00917,CUST0155,2026-07-26,2026-08-10,74741.98,74741.98,PAID
INV00918,CUST0243,2026-07-14,2026-07-29,14942.41,14942.41,PAID
INV00919,CUST0162,2026-07-30,2026-08-14,68446.19,68446.19,PAID
INV00920,CUST0182,2026-07-26,2026-08-10,61243.31,61243.31,PAID
INV00921,CUST0131,2026-08-06,2026-08-21,58625.59,58625.59,PAID
INV00922,CUST0100,2026-08-03,2026-08-18,34071.96,34071.96,PAID
INV00923,CUST0005,2026-06-30,2026-07-15,1690.16,1690.16,PAID
INV00924,CUST0180,2026-07-15,2026-07-30,72662.44,72662.44,PAID
INV00925,CUST0048,2026-06-29,2026-07-14,97252.66,93881.29,PAID
INV00926,CUST0045,2026-08-03,2026-08-18,13425.77,13425.77,PAID
INV00927,CUST0240,2026-08-10,2026-08-25,93650.11,93650.11,PAID
INV00928,CUST0166,2026-07-17,2026-08-01,16615.62,16615.62,PAID
INV00929,CUST0199,2026-07-19,2026-08-03,101288.87,99597.88,PAID
INV00930,CUST0252,2026-07-13,2026-07-28,61225.04,61225.04,PAID
INV00931,CUST0277,2026-08-14,2026-08-29,43409.73,43409.73,PAID
INV00932,CUST0053,2026-07-03,2026-07-18,7755.49,7755.49,PAID
INV00933,CUST0077,2026-08-09,2026-08-24,64213.36,64213.36,PAID
INV00934,CUST0169,2026-07-23,2026-08-07,57676.71,57676.71,PAID
INV00935,CUST0036,2026-08-01,2026-08-16,27152.65,22971.76,PAID
INV00936,CUST0291,2026-08-02,2026-08-17,93536.7,93536.7,PAID
INV00937,CUST0029,2026-08-08,2026-08-23,99703.07,99703.07,PAID
INV00938,CUST0236,2026-08-18,2026-09-02,76767.55,76767.55,PAID
INV00939,CUST0098,2026-07-18,2026-08-02,69740.29,69740.29,PAID
INV00940,CUST0044,2026-08-09,2026-08-24,44079.38,44079.38,PAID
INV00941,CUST0123,2026-07-29,2026-08-13,39182.37,39182.37,PAID
INV00942,CUST0019,2026-07-21,2026-08-05,6077.42,6077.42,PAID
INV00943,CUST0268,2026-07-29,2026-08-13,94038.93,94038.93,PAID
INV00944,CUST0019,2026-08-13,2026-08-28,14588.25,14588.25,PAID
INV00945,CUST0125,2026-08-14,2026-08-29,65054.25,65054.25,PAID
INV00946,CUST0050,2026-07-30,2026-08-14,61316.98,61316.98,PAID
INV00947,CUST0255,2026-08-07,2026-08-22,80017.93,80017.93,PAID
INV00948,CUST0173,2026-08-12,2026-08-27,68000.58,68000.58,PAID
INV00949,CUST0280,2026-07-05,2026-07-20,32498.19,32498.19,PAID
INV00950,CUST0172,2026-07-04,2026-07-19,12514.18,12514.18,PAID
INV00951,CUST0190,2026-08-05,2026-08-20,16918.11,16918.11,PAID
INV00952,CUST0052,2026-08-20,2026-09-04,84812.99,84812.99,PAID
INV00953,CUST0042,2026-06-27,2026-07-12,1218.79,1218.79,PAID
INV00954,CUST0214,2026-08-13,2026-08-28,80837.47,80837.47,PAID
INV00955,CUST0139,2026-07-30,2026-08-14,45316.7,45316.7,PAID
INV00956,CUST0020,2026-08-08,2026-08-23,18410.05,18410.05,PAID
INV00957,CUST0155,2026-07-19,2026-08-03,42169.19,42169.19,PAID
INV00958,CUST0186,2026-08-13,2026-08-28,98684.82,98684.82,PAID
INV00959,CUST0107,2026-07-13,2026-07-28,5780.37,5780.37,PAID
INV00960,CUST0255,2026-07-10,2026-07-25,16396.08,16396.08,PAID
INV00961,CUST0108,2026-07-23,2026-08-07,25512.49,25512.49,PAID
INV00962,CUST0276,2026-07-12,2026-07-27,16225.54,16225.54,PAID
INV00963,CUST0121,2026-08-11,2026-08-26,44759.68,44759.68,PAID
INV00964,CUST0167,2026-07-14,2026-07-29,78008.04,78008.04,PAID
INV00965,CUST0212,2026-07-09,2026-07-24,37865.47,37865.47,PAID
INV00966,CUST0028,2026-07-26,2026-08-10,14921.66,14921.66,PAID
INV00967,CUST0235,2026-08-15,2026-08-30,21228.36,19818.41,PAID
INV00968,CUST0292,2026-07-01,2026-07-16,28420.11,28420.11,PAID
INV00969,CUST0176,2026-07-10,2026-07-25,88697.69,88697.69,PAID
INV00970,CUST0088,2026-08-02,2026-08-17,97028.52,97028.52,PAID
INV00971,CUST0111,2026-08-02,2026-08-17,47612.15,47612.15,PAID
INV00972,CUST0127,2026-07-12,2026-07-27,33065.95,33065.95,PAID
INV00973,CUST0003,2026-07-22,2026-08-06,98028.31,98028.31,PAID
INV00974,CUST0218,2026-08-02,2026-08-17,39734.86,39734.86,PAID
INV00975,CUST0286,2026-08-17,2026-09-01,1736.09,1736.09,PAID
INV00976,CUST0152,2026-07-11,2026-07-26,64940.2,64940.2,PAID
INV00977,CUST0083,2026-08-14,2026-08-29,48785.56,46198.64,PAID
INV00978,CUST0208,2026-07-07,2026-07-22,79090.94,79090.94,PAID
INV00979,CUST0001,2026-08-08,2026-08-23,7534.51,7534.51,PAID
INV00980,CUST0139,2026-08-14,2026-08-29,94636.5,94636.5,PAID
INV00981,CUST0172,2026-08-17,2026-09-01,93258.2,93258.2,PAID
INV00982,CUST0021,2026-07-23,2026-08-07,36960.08,36960.08,PAID
INV00983,CUST0172,2026-07-12,2026-07-27,54193.57,54193.57,PAID
INV00984,CUST0108,2026-08-16,2026-08-31,74629.16,74629.16,PAID
INV00985,CUST0217,2026-07-15,2026-07-30,5918.77,5918.77,PAID
INV00986,CUST0270,2026-07-06,2026-07-21,47281.3,47281.3,PAID
INV00987,CUST0034,2026-07-10,2026-07-25,89244.37,89244.37,PAID
INV00988,CUST0148,2026-07-04,2026-07-19,11381.81,11381.81,PAID
INV00989,CUST0078,2026-07-09,2026-07-24,52308.42,52308.42,PAID
INV00990,CUST0068,2026-07-31,2026-08-15,34996.67,34996.67,PAID
INV00991,CUST0097,2026-07-01,2026-07-16,2692.64,2692.64,PAID
INV00992,CUST0172,2026-07-22,2026-08-06,58081.11,58081.11,PAID
INV00993,CUST0272,2026-08-03,2026-08-18,44803.0,44803.0,PAID
INV00994,CUST0134,2026-07-15,2026-07-30,48682.19,48682.19,PAID
INV00995,CUST0181,2026-07-18,2026-08-02,45864.69,45864.69,PAID
INV00996,CUST0275,2026-07-14,2026-07-29,18636.91,18636.91,PAID
INV00997,CUST0079,2026-07-07,2026-07-22,24171.58,24171.58,PAID
INV00998,CUST0134,2026-07-22,2026-08-06,18857.41,18857.41,PAID
INV00999,CUST0191,2026-07-29,2026-08-13,54216.73,54216.73,PAID
INV01000,CUST0208,2026-07-31,2026-08-15,76967.56,76967.56,PAID
